id,name,parkCode,fullName,states,designation,url
03A732CF-E5FD-473D-A78B-BDC4D20721BF,Automated External Defibrillator (AED),apis,Apostle Islands National Lakeshore,WI,National Lakeshore,http://www.nps.gov/apis/
03A732CF-E5FD-473D-A78B-BDC4D20721BF,Automated External Defibrillator (AED),asis,Assateague Island National Seashore,"MD,VA",National Seashore,http://www.nps.gov/asis/
03A732CF-E5FD-473D-A78B-BDC4D20721BF,Automated External Defibrillator (AED),band,Bandelier National Monument,NM,National Monument,http://www.nps.gov/band/
03A732CF-E5FD-473D-A78B-BDC4D20721BF,Automated External Defibrillator (AED),beol,Bent's Old Fort National Historic Site,CO,National Historic Site,http://www.nps.gov/beol/
03A732CF-E5FD-473D-A78B-BDC4D20721BF,Automated External Defibrillator (AED),bibe,Big Bend National Park,TX,National Park,http://www.nps.gov/bibe/
03A732CF-E5FD-473D-A78B-BDC4D20721BF,Automated External Defibrillator (AED),bica,Bighorn Canyon National Recreation Area,"MT,WY",National Recreation Area,http://www.nps.gov/bica/
03A732CF-E5FD-473D-A78B-BDC4D20721BF,Automated External Defibrillator (AED),blrv,Blackstone River Valley National Historical Park,"RI,MA",National Historical Park,http://www.nps.gov/blrv/
03A732CF-E5FD-473D-A78B-BDC4D20721BF,Automated External Defibrillator (AED),boha,Boston Harbor Islands National Recreation Area,MA,National Recreation Area,http://www.nps.gov/boha/
03A732CF-E5FD-473D-A78B-BDC4D20721BF,Automated External Defibrillator (AED),caco,Cape Cod National Seashore,MA,National Seashore,http://www.nps.gov/caco/
03A732CF-E5FD-473D-A78B-BDC4D20721BF,Automated External Defibrillator (AED),cajo,Captain John Smith Chesapeake National Historic Trail,"VA,MD,DE,DC,PA,NY",National Historic Trail,http://www.nps.gov/cajo/
03A732CF-E5FD-473D-A78B-BDC4D20721BF,Automated External Defibrillator (AED),cali,California National Historic Trail,"CA,CO,ID,KS,MO,NE,NV,OR,UT,WY",National Historic Trail,http://www.nps.gov/cali/
03A732CF-E5FD-473D-A78B-BDC4D20721BF,Automated External Defibrillator (AED),cari,Cane River Creole National Historical Park,LA,National Historical Park,http://www.nps.gov/cari/
03A732CF-E5FD-473D-A78B-BDC4D20721BF,Automated External Defibrillator (AED),casa,Castillo de San Marcos National Monument,FL,National Monument,http://www.nps.gov/casa/
03A732CF-E5FD-473D-A78B-BDC4D20721BF,Automated External Defibrillator (AED),cbpo,Chesapeake Bay ,"DC,DE,MD,NY,PA,VA,WV",,http://www.nps.gov/cbpo/
03A732CF-E5FD-473D-A78B-BDC4D20721BF,Automated External Defibrillator (AED),chat,Chattahoochee River National Recreation Area,GA,National Recreation Area,http://www.nps.gov/chat/
03A732CF-E5FD-473D-A78B-BDC4D20721BF,Automated External Defibrillator (AED),chis,Channel Islands National Park,CA,National Park,http://www.nps.gov/chis/
03A732CF-E5FD-473D-A78B-BDC4D20721BF,Automated External Defibrillator (AED),crla,Crater Lake National Park,OR,National Park,http://www.nps.gov/crla/
03A732CF-E5FD-473D-A78B-BDC4D20721BF,Automated External Defibrillator (AED),cuva,Cuyahoga Valley National Park,OH,National Park,http://www.nps.gov/cuva/
03A732CF-E5FD-473D-A78B-BDC4D20721BF,Automated External Defibrillator (AED),dena,Denali National Park & Preserve,AK,National Park & Preserve,http://www.nps.gov/dena/
03A732CF-E5FD-473D-A78B-BDC4D20721BF,Automated External Defibrillator (AED),elma,El Malpais National Monument,NM,National Monument,http://www.nps.gov/elma/
03A732CF-E5FD-473D-A78B-BDC4D20721BF,Automated External Defibrillator (AED),fola,Fort Laramie National Historic Site,WY,National Historic Site,http://www.nps.gov/fola/
03A732CF-E5FD-473D-A78B-BDC4D20721BF,Automated External Defibrillator (AED),foma,Fort Matanzas National Monument,FL,National Monument,http://www.nps.gov/foma/
03A732CF-E5FD-473D-A78B-BDC4D20721BF,Automated External Defibrillator (AED),fomr,Fort Monroe National Monument,VA,National Monument,http://www.nps.gov/fomr/
03A732CF-E5FD-473D-A78B-BDC4D20721BF,Automated External Defibrillator (AED),fous,Fort Union Trading Post National Historic Site,"MT,ND",National Historic Site,http://www.nps.gov/fous/
03A732CF-E5FD-473D-A78B-BDC4D20721BF,Automated External Defibrillator (AED),fova,Fort Vancouver National Historic Site,"OR,WA",National Historic Site,http://www.nps.gov/fova/
03A732CF-E5FD-473D-A78B-BDC4D20721BF,Automated External Defibrillator (AED),frsp,Fredericksburg & Spotsylvania National Military Park,VA,National Military Park,http://www.nps.gov/frsp/
03A732CF-E5FD-473D-A78B-BDC4D20721BF,Automated External Defibrillator (AED),frst,First State National Historical Park,"DE,PA",National Historical Park,http://www.nps.gov/frst/
03A732CF-E5FD-473D-A78B-BDC4D20721BF,Automated External Defibrillator (AED),goga,Golden Gate National Recreation Area,CA,National Recreation Area,http://www.nps.gov/goga/
03A732CF-E5FD-473D-A78B-BDC4D20721BF,Automated External Defibrillator (AED),grca,Grand Canyon National Park,AZ,National Park,http://www.nps.gov/grca/
03A732CF-E5FD-473D-A78B-BDC4D20721BF,Automated External Defibrillator (AED),grko,Grant-Kohrs Ranch National Historic Site,MT,National Historic Site,http://www.nps.gov/grko/
03A732CF-E5FD-473D-A78B-BDC4D20721BF,Automated External Defibrillator (AED),grpo,Grand Portage National Monument,MN,National Monument,http://www.nps.gov/grpo/
03A732CF-E5FD-473D-A78B-BDC4D20721BF,Automated External Defibrillator (AED),grsm,Great Smoky Mountains National Park,"NC,TN",National Park,http://www.nps.gov/grsm/
03A732CF-E5FD-473D-A78B-BDC4D20721BF,Automated External Defibrillator (AED),guis,Gulf Islands National Seashore,"FL,MS",National Seashore,http://www.nps.gov/guis/
03A732CF-E5FD-473D-A78B-BDC4D20721BF,Automated External Defibrillator (AED),gwca,George Washington Carver National Monument,MO,National Monument,http://www.nps.gov/gwca/
03A732CF-E5FD-473D-A78B-BDC4D20721BF,Automated External Defibrillator (AED),hatu,Harriet Tubman Underground Railroad National Historical Park,MD,National Historical Park,http://www.nps.gov/hatu/
03A732CF-E5FD-473D-A78B-BDC4D20721BF,Automated External Defibrillator (AED),indu,Indiana Dunes National Park,IN,National Park,http://www.nps.gov/indu/
03A732CF-E5FD-473D-A78B-BDC4D20721BF,Automated External Defibrillator (AED),jaga,James A Garfield National Historic Site,OH,National Historic Site,http://www.nps.gov/jaga/
03A732CF-E5FD-473D-A78B-BDC4D20721BF,Automated External Defibrillator (AED),jeca,Jewel Cave National Monument,SD,National Monument,http://www.nps.gov/jeca/
03A732CF-E5FD-473D-A78B-BDC4D20721BF,Automated External Defibrillator (AED),joda,John Day Fossil Beds National Monument,OR,National Monument,http://www.nps.gov/joda/
03A732CF-E5FD-473D-A78B-BDC4D20721BF,Automated External Defibrillator (AED),jofl,Johnstown Flood National Memorial,PA,National Memorial,http://www.nps.gov/jofl/
03A732CF-E5FD-473D-A78B-BDC4D20721BF,Automated External Defibrillator (AED),jotr,Joshua Tree National Park,CA,National Park,http://www.nps.gov/jotr/
03A732CF-E5FD-473D-A78B-BDC4D20721BF,Automated External Defibrillator (AED),kala,Kalaupapa National Historical Park,HI,National Historical Park,http://www.nps.gov/kala/
03A732CF-E5FD-473D-A78B-BDC4D20721BF,Automated External Defibrillator (AED),kewe,Keweenaw National Historical Park,MI,National Historical Park,http://www.nps.gov/kewe/
03A732CF-E5FD-473D-A78B-BDC4D20721BF,Automated External Defibrillator (AED),klgo,Klondike Gold Rush National Historical Park,AK,National Historical Park,http://www.nps.gov/klgo/
03A732CF-E5FD-473D-A78B-BDC4D20721BF,Automated External Defibrillator (AED),lake,Lake Mead National Recreation Area,"AZ,NV",National Recreation Area,http://www.nps.gov/lake/
03A732CF-E5FD-473D-A78B-BDC4D20721BF,Automated External Defibrillator (AED),lecl,Lewis & Clark National Historic Trail,"IA,ID,IL,IN,KS,KY,MO,MT,NE,ND,OH,OR,PA,SD,WA,WV",National Historic Trail,http://www.nps.gov/lecl/
03A732CF-E5FD-473D-A78B-BDC4D20721BF,Automated External Defibrillator (AED),liho,Lincoln Home National Historic Site,IL,National Historic Site,http://www.nps.gov/liho/
03A732CF-E5FD-473D-A78B-BDC4D20721BF,Automated External Defibrillator (AED),lowe,Lowell National Historical Park,MA,National Historical Park,http://www.nps.gov/lowe/
03A732CF-E5FD-473D-A78B-BDC4D20721BF,Automated External Defibrillator (AED),mabi,Marsh - Billings - Rockefeller National Historical Park,VT,National Historical Park,http://www.nps.gov/mabi/
03A732CF-E5FD-473D-A78B-BDC4D20721BF,Automated External Defibrillator (AED),meve,Mesa Verde National Park,CO,National Park,http://www.nps.gov/meve/
03A732CF-E5FD-473D-A78B-BDC4D20721BF,Automated External Defibrillator (AED),misp,Mill Springs Battlefield National Monument,KY,National Monument,http://www.nps.gov/misp/
03A732CF-E5FD-473D-A78B-BDC4D20721BF,Automated External Defibrillator (AED),mnrr,Missouri National Recreational River,"SD,NE",National Recreational River,http://www.nps.gov/mnrr/
03A732CF-E5FD-473D-A78B-BDC4D20721BF,Automated External Defibrillator (AED),mopi,Mormon Pioneer National Historic Trail,"IL,IA,NE,UT,WY",National Historic Trail,http://www.nps.gov/mopi/
03A732CF-E5FD-473D-A78B-BDC4D20721BF,Automated External Defibrillator (AED),mora,Mount Rainier National Park,WA,National Park,http://www.nps.gov/mora/
03A732CF-E5FD-473D-A78B-BDC4D20721BF,Automated External Defibrillator (AED),moru,Mount Rushmore National Memorial,SD,National Memorial,http://www.nps.gov/moru/
03A732CF-E5FD-473D-A78B-BDC4D20721BF,Automated External Defibrillator (AED),niob,Niobrara National Scenic River,NE,National Scenic River,http://www.nps.gov/niob/
03A732CF-E5FD-473D-A78B-BDC4D20721BF,Automated External Defibrillator (AED),noca,North Cascades National Park,WA,National Park,http://www.nps.gov/noca/
03A732CF-E5FD-473D-A78B-BDC4D20721BF,Automated External Defibrillator (AED),oreg,Oregon National Historic Trail,"ID,KS,MO,NE,OR,WA,WY",National Historic Trail,http://www.nps.gov/oreg/
03A732CF-E5FD-473D-A78B-BDC4D20721BF,Automated External Defibrillator (AED),pais,Padre Island National Seashore,TX,National Seashore,http://www.nps.gov/pais/
03A732CF-E5FD-473D-A78B-BDC4D20721BF,Automated External Defibrillator (AED),pefo,Petrified Forest National Park,AZ,National Park,http://www.nps.gov/pefo/
03A732CF-E5FD-473D-A78B-BDC4D20721BF,Automated External Defibrillator (AED),pinn,Pinnacles National Park,CA,National Park,http://www.nps.gov/pinn/
03A732CF-E5FD-473D-A78B-BDC4D20721BF,Automated External Defibrillator (AED),poex,Pony Express National Historic Trail,"CA,CO,KS,MO,NE,NV,UT,WY",National Historic Trail,http://www.nps.gov/poex/
03A732CF-E5FD-473D-A78B-BDC4D20721BF,Automated External Defibrillator (AED),pore,Point Reyes National Seashore,CA,National Seashore,http://www.nps.gov/pore/
03A732CF-E5FD-473D-A78B-BDC4D20721BF,Automated External Defibrillator (AED),prsf,Presidio of San Francisco ,CA,,http://www.nps.gov/prsf/
03A732CF-E5FD-473D-A78B-BDC4D20721BF,Automated External Defibrillator (AED),redw,Redwood National and State Parks,CA,National and State Parks,http://www.nps.gov/redw/
03A732CF-E5FD-473D-A78B-BDC4D20721BF,Automated External Defibrillator (AED),rigr,Rio Grande Wild & Scenic River,TX,Wild & Scenic River,http://www.nps.gov/rigr/
03A732CF-E5FD-473D-A78B-BDC4D20721BF,Automated External Defibrillator (AED),rocr,Rock Creek Park,DC,Park,http://www.nps.gov/rocr/
03A732CF-E5FD-473D-A78B-BDC4D20721BF,Automated External Defibrillator (AED),safe,Santa Fe National Historic Trail,"CO,KS,MO,NM,OK",National Historic Trail,http://www.nps.gov/safe/
03A732CF-E5FD-473D-A78B-BDC4D20721BF,Automated External Defibrillator (AED),sahi,Sagamore Hill National Historic Site,NY,National Historic Site,http://www.nps.gov/sahi/
03A732CF-E5FD-473D-A78B-BDC4D20721BF,Automated External Defibrillator (AED),sitk,Sitka National Historical Park,AK,National Historical Park,http://www.nps.gov/sitk/
03A732CF-E5FD-473D-A78B-BDC4D20721BF,Automated External Defibrillator (AED),spar,Springfield Armory National Historic Site,MA,National Historic Site,http://www.nps.gov/spar/
03A732CF-E5FD-473D-A78B-BDC4D20721BF,Automated External Defibrillator (AED),tapr,Tallgrass Prairie National Preserve,KS,National Preserve,http://www.nps.gov/tapr/
03A732CF-E5FD-473D-A78B-BDC4D20721BF,Automated External Defibrillator (AED),timu,Timucuan Ecological & Historic Preserve,FL,Ecological & Historic Preserve,http://www.nps.gov/timu/
03A732CF-E5FD-473D-A78B-BDC4D20721BF,Automated External Defibrillator (AED),ulsg,Ulysses S Grant National Historic Site,MO,National Historic Site,http://www.nps.gov/ulsg/
03A732CF-E5FD-473D-A78B-BDC4D20721BF,Automated External Defibrillator (AED),upde,Upper Delaware Scenic & Recreational River,"NY,PA",Scenic & Recreational River,http://www.nps.gov/upde/
03A732CF-E5FD-473D-A78B-BDC4D20721BF,Automated External Defibrillator (AED),vafo,Valley Forge National Historical Park,PA,National Historical Park,http://www.nps.gov/vafo/
03A732CF-E5FD-473D-A78B-BDC4D20721BF,Automated External Defibrillator (AED),vall,Valles Caldera National Preserve,NM,National Preserve,http://www.nps.gov/vall/
03A732CF-E5FD-473D-A78B-BDC4D20721BF,Automated External Defibrillator (AED),waco,Waco Mammoth National Monument,TX,National Monument,http://www.nps.gov/waco/
03A732CF-E5FD-473D-A78B-BDC4D20721BF,Automated External Defibrillator (AED),wefa,Weir Farm National Historical Park,CT,National Historical Park,http://www.nps.gov/wefa/
03A732CF-E5FD-473D-A78B-BDC4D20721BF,Automated External Defibrillator (AED),wica,Wind Cave National Park,SD,National Park,http://www.nps.gov/wica/
03A732CF-E5FD-473D-A78B-BDC4D20721BF,Automated External Defibrillator (AED),yell,Yellowstone National Park,"ID,MT,WY",National Park,http://www.nps.gov/yell/
03A732CF-E5FD-473D-A78B-BDC4D20721BF,Automated External Defibrillator (AED),zion,Zion National Park,UT,National Park,http://www.nps.gov/zion/
B166EAD1-0D3E-4111-AE04-D5AB15DFDEDC,Baby Changing Station,alca,Alcatraz Island ,CA,,http://www.nps.gov/alca/
B166EAD1-0D3E-4111-AE04-D5AB15DFDEDC,Baby Changing Station,band,Bandelier National Monument,NM,National Monument,http://www.nps.gov/band/
B166EAD1-0D3E-4111-AE04-D5AB15DFDEDC,Baby Changing Station,beol,Bent's Old Fort National Historic Site,CO,National Historic Site,http://www.nps.gov/beol/
B166EAD1-0D3E-4111-AE04-D5AB15DFDEDC,Baby Changing Station,blri,Blue Ridge Parkway,"NC,VA",Parkway,http://www.nps.gov/blri/
B166EAD1-0D3E-4111-AE04-D5AB15DFDEDC,Baby Changing Station,brvb,Brown v. Board of Education National Historical Park,KS,National Historical Park,http://www.nps.gov/brvb/
B166EAD1-0D3E-4111-AE04-D5AB15DFDEDC,Baby Changing Station,cabr,Cabrillo National Monument,CA,National Monument,http://www.nps.gov/cabr/
B166EAD1-0D3E-4111-AE04-D5AB15DFDEDC,Baby Changing Station,caco,Cape Cod National Seashore,MA,National Seashore,http://www.nps.gov/caco/
B166EAD1-0D3E-4111-AE04-D5AB15DFDEDC,Baby Changing Station,caha,Cape Hatteras National Seashore,NC,National Seashore,http://www.nps.gov/caha/
B166EAD1-0D3E-4111-AE04-D5AB15DFDEDC,Baby Changing Station,cali,California National Historic Trail,"CA,CO,ID,KS,MO,NE,NV,OR,UT,WY",National Historic Trail,http://www.nps.gov/cali/
B166EAD1-0D3E-4111-AE04-D5AB15DFDEDC,Baby Changing Station,cari,Cane River Creole National Historical Park,LA,National Historical Park,http://www.nps.gov/cari/
B166EAD1-0D3E-4111-AE04-D5AB15DFDEDC,Baby Changing Station,casa,Castillo de San Marcos National Monument,FL,National Monument,http://www.nps.gov/casa/
B166EAD1-0D3E-4111-AE04-D5AB15DFDEDC,Baby Changing Station,cawo,Carter G. Woodson Home National Historic Site,DC,National Historic Site,http://www.nps.gov/cawo/
B166EAD1-0D3E-4111-AE04-D5AB15DFDEDC,Baby Changing Station,cbpo,Chesapeake Bay ,"DC,DE,MD,NY,PA,VA,WV",,http://www.nps.gov/cbpo/
B166EAD1-0D3E-4111-AE04-D5AB15DFDEDC,Baby Changing Station,colm,Colorado National Monument,CO,National Monument,http://www.nps.gov/colm/
B166EAD1-0D3E-4111-AE04-D5AB15DFDEDC,Baby Changing Station,cuva,Cuyahoga Valley National Park,OH,National Park,http://www.nps.gov/cuva/
B166EAD1-0D3E-4111-AE04-D5AB15DFDEDC,Baby Changing Station,drto,Dry Tortugas National Park,FL,National Park,http://www.nps.gov/drto/
B166EAD1-0D3E-4111-AE04-D5AB15DFDEDC,Baby Changing Station,elis,Ellis Island Part of Statue of Liberty National Monument,"NJ,NY",Part of Statue of Liberty National Monument,http://www.nps.gov/elis/
B166EAD1-0D3E-4111-AE04-D5AB15DFDEDC,Baby Changing Station,elma,El Malpais National Monument,NM,National Monument,http://www.nps.gov/elma/
B166EAD1-0D3E-4111-AE04-D5AB15DFDEDC,Baby Changing Station,ever,Everglades National Park,FL,National Park,http://www.nps.gov/ever/
B166EAD1-0D3E-4111-AE04-D5AB15DFDEDC,Baby Changing Station,feha,Federal Hall National Memorial,NY,National Memorial,http://www.nps.gov/feha/
B166EAD1-0D3E-4111-AE04-D5AB15DFDEDC,Baby Changing Station,fiis,Fire Island National Seashore,NY,National Seashore,http://www.nps.gov/fiis/
B166EAD1-0D3E-4111-AE04-D5AB15DFDEDC,Baby Changing Station,foma,Fort Matanzas National Monument,FL,National Monument,http://www.nps.gov/foma/
B166EAD1-0D3E-4111-AE04-D5AB15DFDEDC,Baby Changing Station,fomc,Fort McHenry National Monument and Historic Shrine,MD,National Monument and Historic Shrine,http://www.nps.gov/fomc/
B166EAD1-0D3E-4111-AE04-D5AB15DFDEDC,Baby Changing Station,fomr,Fort Monroe National Monument,VA,National Monument,http://www.nps.gov/fomr/
B166EAD1-0D3E-4111-AE04-D5AB15DFDEDC,Baby Changing Station,fone,Fort Necessity National Battlefield,PA,National Battlefield,http://www.nps.gov/fone/
B166EAD1-0D3E-4111-AE04-D5AB15DFDEDC,Baby Changing Station,fova,Fort Vancouver National Historic Site,"OR,WA",National Historic Site,http://www.nps.gov/fova/
B166EAD1-0D3E-4111-AE04-D5AB15DFDEDC,Baby Changing Station,frsp,Fredericksburg & Spotsylvania National Military Park,VA,National Military Park,http://www.nps.gov/frsp/
B166EAD1-0D3E-4111-AE04-D5AB15DFDEDC,Baby Changing Station,gate,Gateway National Recreation Area,"NY,NJ",National Recreation Area,http://www.nps.gov/gate/
B166EAD1-0D3E-4111-AE04-D5AB15DFDEDC,Baby Changing Station,gewa,George Washington Birthplace National Monument,VA,National Monument,http://www.nps.gov/gewa/
B166EAD1-0D3E-4111-AE04-D5AB15DFDEDC,Baby Changing Station,glac,Glacier National Park,MT,National Park,http://www.nps.gov/glac/
B166EAD1-0D3E-4111-AE04-D5AB15DFDEDC,Baby Changing Station,goga,Golden Gate National Recreation Area,CA,National Recreation Area,http://www.nps.gov/goga/
B166EAD1-0D3E-4111-AE04-D5AB15DFDEDC,Baby Changing Station,grca,Grand Canyon National Park,AZ,National Park,http://www.nps.gov/grca/
B166EAD1-0D3E-4111-AE04-D5AB15DFDEDC,Baby Changing Station,grsa,Great Sand Dunes National Park & Preserve,CO,National Park & Preserve,http://www.nps.gov/grsa/
B166EAD1-0D3E-4111-AE04-D5AB15DFDEDC,Baby Changing Station,guis,Gulf Islands National Seashore,"FL,MS",National Seashore,http://www.nps.gov/guis/
B166EAD1-0D3E-4111-AE04-D5AB15DFDEDC,Baby Changing Station,hamp,Hampton National Historic Site,MD,National Historic Site,http://www.nps.gov/hamp/
B166EAD1-0D3E-4111-AE04-D5AB15DFDEDC,Baby Changing Station,hatu,Harriet Tubman Underground Railroad National Historical Park,MD,National Historical Park,http://www.nps.gov/hatu/
B166EAD1-0D3E-4111-AE04-D5AB15DFDEDC,Baby Changing Station,hocu,Hopewell Culture National Historical Park,OH,National Historical Park,http://www.nps.gov/hocu/
B166EAD1-0D3E-4111-AE04-D5AB15DFDEDC,Baby Changing Station,home,Homestead National Historical Park,NE,National Historical Park,http://www.nps.gov/home/
B166EAD1-0D3E-4111-AE04-D5AB15DFDEDC,Baby Changing Station,indu,Indiana Dunes National Park,IN,National Park,http://www.nps.gov/indu/
B166EAD1-0D3E-4111-AE04-D5AB15DFDEDC,Baby Changing Station,jaga,James A Garfield National Historic Site,OH,National Historic Site,http://www.nps.gov/jaga/
B166EAD1-0D3E-4111-AE04-D5AB15DFDEDC,Baby Changing Station,jeff,Gateway Arch National Park,MO,National Park,http://www.nps.gov/jeff/
B166EAD1-0D3E-4111-AE04-D5AB15DFDEDC,Baby Changing Station,jica,Jimmy Carter National Historical Park,GA,National Historical Park,http://www.nps.gov/jica/
B166EAD1-0D3E-4111-AE04-D5AB15DFDEDC,Baby Changing Station,jofi,John Fitzgerald Kennedy National Historic Site,MA,National Historic Site,http://www.nps.gov/jofi/
B166EAD1-0D3E-4111-AE04-D5AB15DFDEDC,Baby Changing Station,kemo,Kennesaw Mountain National Battlefield Park,GA,National Battlefield Park,http://www.nps.gov/kemo/
B166EAD1-0D3E-4111-AE04-D5AB15DFDEDC,Baby Changing Station,kewe,Keweenaw National Historical Park,MI,National Historical Park,http://www.nps.gov/kewe/
B166EAD1-0D3E-4111-AE04-D5AB15DFDEDC,Baby Changing Station,klgo,Klondike Gold Rush National Historical Park,AK,National Historical Park,http://www.nps.gov/klgo/
B166EAD1-0D3E-4111-AE04-D5AB15DFDEDC,Baby Changing Station,lecl,Lewis & Clark National Historic Trail,"IA,ID,IL,IN,KS,KY,MO,MT,NE,ND,OH,OR,PA,SD,WA,WV",National Historic Trail,http://www.nps.gov/lecl/
B166EAD1-0D3E-4111-AE04-D5AB15DFDEDC,Baby Changing Station,liho,Lincoln Home National Historic Site,IL,National Historic Site,http://www.nps.gov/liho/
B166EAD1-0D3E-4111-AE04-D5AB15DFDEDC,Baby Changing Station,mabi,Marsh - Billings - Rockefeller National Historical Park,VT,National Historical Park,http://www.nps.gov/mabi/
B166EAD1-0D3E-4111-AE04-D5AB15DFDEDC,Baby Changing Station,mapr,Manhattan Project National Historical Park,"NM,WA,TN",National Historical Park,http://www.nps.gov/mapr/
B166EAD1-0D3E-4111-AE04-D5AB15DFDEDC,Baby Changing Station,meve,Mesa Verde National Park,CO,National Park,http://www.nps.gov/meve/
B166EAD1-0D3E-4111-AE04-D5AB15DFDEDC,Baby Changing Station,mimi,Minuteman Missile National Historic Site,SD,National Historic Site,http://www.nps.gov/mimi/
B166EAD1-0D3E-4111-AE04-D5AB15DFDEDC,Baby Changing Station,mlkm,"Martin Luther King, Jr. Memorial ",DC,,http://www.nps.gov/mlkm/
B166EAD1-0D3E-4111-AE04-D5AB15DFDEDC,Baby Changing Station,mnrr,Missouri National Recreational River,"SD,NE",National Recreational River,http://www.nps.gov/mnrr/
B166EAD1-0D3E-4111-AE04-D5AB15DFDEDC,Baby Changing Station,moru,Mount Rushmore National Memorial,SD,National Memorial,http://www.nps.gov/moru/
B166EAD1-0D3E-4111-AE04-D5AB15DFDEDC,Baby Changing Station,nace,National Capital Parks-East ,DC,,http://www.nps.gov/nace/
B166EAD1-0D3E-4111-AE04-D5AB15DFDEDC,Baby Changing Station,nama,National Mall and Memorial Parks ,DC,,http://www.nps.gov/nama/
B166EAD1-0D3E-4111-AE04-D5AB15DFDEDC,Baby Changing Station,natr,Natchez Trace Parkway,"AL,MS,TN",Parkway,http://www.nps.gov/natr/
B166EAD1-0D3E-4111-AE04-D5AB15DFDEDC,Baby Changing Station,noca,North Cascades National Park,WA,National Park,http://www.nps.gov/noca/
B166EAD1-0D3E-4111-AE04-D5AB15DFDEDC,Baby Changing Station,olym,Olympic National Park,WA,National Park,http://www.nps.gov/olym/
B166EAD1-0D3E-4111-AE04-D5AB15DFDEDC,Baby Changing Station,oreg,Oregon National Historic Trail,"ID,KS,MO,NE,OR,WA,WY",National Historic Trail,http://www.nps.gov/oreg/
B166EAD1-0D3E-4111-AE04-D5AB15DFDEDC,Baby Changing Station,oxhi,Oxon Cove  Park & Oxon Hill Farm ,MD,,http://www.nps.gov/oxhi/
B166EAD1-0D3E-4111-AE04-D5AB15DFDEDC,Baby Changing Station,pefo,Petrified Forest National Park,AZ,National Park,http://www.nps.gov/pefo/
B166EAD1-0D3E-4111-AE04-D5AB15DFDEDC,Baby Changing Station,pete,Petersburg National Battlefield,VA,National Battlefield,http://www.nps.gov/pete/
B166EAD1-0D3E-4111-AE04-D5AB15DFDEDC,Baby Changing Station,pisc,Piscataway Park,MD,Park,http://www.nps.gov/pisc/
B166EAD1-0D3E-4111-AE04-D5AB15DFDEDC,Baby Changing Station,poex,Pony Express National Historic Trail,"CA,CO,KS,MO,NE,NV,UT,WY",National Historic Trail,http://www.nps.gov/poex/
B166EAD1-0D3E-4111-AE04-D5AB15DFDEDC,Baby Changing Station,pohe,Potomac Heritage National Scenic Trail,"DC,MD,PA,VA",National Scenic Trail,http://www.nps.gov/pohe/
B166EAD1-0D3E-4111-AE04-D5AB15DFDEDC,Baby Changing Station,pull,Pullman National Historical Park,IL,National Historical Park,http://www.nps.gov/pull/
B166EAD1-0D3E-4111-AE04-D5AB15DFDEDC,Baby Changing Station,saan,San Antonio Missions National Historical Park,TX,National Historical Park,http://www.nps.gov/saan/
B166EAD1-0D3E-4111-AE04-D5AB15DFDEDC,Baby Changing Station,safe,Santa Fe National Historic Trail,"CO,KS,MO,NM,OK",National Historic Trail,http://www.nps.gov/safe/
B166EAD1-0D3E-4111-AE04-D5AB15DFDEDC,Baby Changing Station,sahi,Sagamore Hill National Historic Site,NY,National Historic Site,http://www.nps.gov/sahi/
B166EAD1-0D3E-4111-AE04-D5AB15DFDEDC,Baby Changing Station,scbl,Scotts Bluff National Monument,NE,National Monument,http://www.nps.gov/scbl/
B166EAD1-0D3E-4111-AE04-D5AB15DFDEDC,Baby Changing Station,seki,Sequoia & Kings Canyon National Parks,CA,National Parks,http://www.nps.gov/seki/
B166EAD1-0D3E-4111-AE04-D5AB15DFDEDC,Baby Changing Station,shen,Shenandoah National Park,VA,National Park,http://www.nps.gov/shen/
B166EAD1-0D3E-4111-AE04-D5AB15DFDEDC,Baby Changing Station,slbe,Sleeping Bear Dunes National Lakeshore,MI,National Lakeshore,http://www.nps.gov/slbe/
B166EAD1-0D3E-4111-AE04-D5AB15DFDEDC,Baby Changing Station,spar,Springfield Armory National Historic Site,MA,National Historic Site,http://www.nps.gov/spar/
B166EAD1-0D3E-4111-AE04-D5AB15DFDEDC,Baby Changing Station,stsp,Star-Spangled Banner National Historic Trail,"MD,VA,DC",National Historic Trail,http://www.nps.gov/stsp/
B166EAD1-0D3E-4111-AE04-D5AB15DFDEDC,Baby Changing Station,sucr,Sunset Crater Volcano National Monument,AZ,National Monument,http://www.nps.gov/sucr/
B166EAD1-0D3E-4111-AE04-D5AB15DFDEDC,Baby Changing Station,tapr,Tallgrass Prairie National Preserve,KS,National Preserve,http://www.nps.gov/tapr/
B166EAD1-0D3E-4111-AE04-D5AB15DFDEDC,Baby Changing Station,timu,Timucuan Ecological & Historic Preserve,FL,Ecological & Historic Preserve,http://www.nps.gov/timu/
B166EAD1-0D3E-4111-AE04-D5AB15DFDEDC,Baby Changing Station,tuai,Tuskegee Airmen National Historic Site,AL,National Historic Site,http://www.nps.gov/tuai/
B166EAD1-0D3E-4111-AE04-D5AB15DFDEDC,Baby Changing Station,tuma,Tumacácori National Historical Park,AZ,National Historical Park,http://www.nps.gov/tuma/
B166EAD1-0D3E-4111-AE04-D5AB15DFDEDC,Baby Changing Station,vafo,Valley Forge National Historical Park,PA,National Historical Park,http://www.nps.gov/vafo/
