amenity_id,amenity_name,park_code,park_name,park_states,park_designation,park_url
7E66CA2E-40AD-487E-8A04-8A9A2E4897C9,Information - Maps Available,jaga,James A Garfield National Historic Site,OH,National Historic Site,http://www.nps.gov/jaga/
7E66CA2E-40AD-487E-8A04-8A9A2E4897C9,Information - Maps Available,jeca,Jewel Cave National Monument,SD,National Monument,http://www.nps.gov/jeca/
7E66CA2E-40AD-487E-8A04-8A9A2E4897C9,Information - Maps Available,jeff,Gateway Arch National Park,MO,National Park,http://www.nps.gov/jeff/
7E66CA2E-40AD-487E-8A04-8A9A2E4897C9,Information - Maps Available,jica,Jimmy Carter National Historical Park,GA,National Historical Park,http://www.nps.gov/jica/
7E66CA2E-40AD-487E-8A04-8A9A2E4897C9,Information - Maps Available,joda,John Day Fossil Beds National Monument,OR,National Monument,http://www.nps.gov/joda/
7E66CA2E-40AD-487E-8A04-8A9A2E4897C9,Information - Maps Available,jomu,John Muir National Historic Site,CA,National Historic Site,http://www.nps.gov/jomu/
7E66CA2E-40AD-487E-8A04-8A9A2E4897C9,Information - Maps Available,jotr,Joshua Tree National Park,CA,National Park,http://www.nps.gov/jotr/
7E66CA2E-40AD-487E-8A04-8A9A2E4897C9,Information - Maps Available,juba,Juan Bautista de Anza National Historic Trail,"AZ,CA",National Historic Trail,http://www.nps.gov/juba/
7E66CA2E-40AD-487E-8A04-8A9A2E4897C9,Information - Maps Available,katm,Katmai National Park & Preserve,AK,National Park & Preserve,http://www.nps.gov/katm/
7E66CA2E-40AD-487E-8A04-8A9A2E4897C9,Information - Maps Available,kaww,Katahdin Woods and Waters National Monument,ME,National Monument,http://www.nps.gov/kaww/
7E66CA2E-40AD-487E-8A04-8A9A2E4897C9,Information - Maps Available,kemo,Kennesaw Mountain National Battlefield Park,GA,National Battlefield Park,http://www.nps.gov/kemo/
7E66CA2E-40AD-487E-8A04-8A9A2E4897C9,Information - Maps Available,kewe,Keweenaw National Historical Park,MI,National Historical Park,http://www.nps.gov/kewe/
7E66CA2E-40AD-487E-8A04-8A9A2E4897C9,Information - Maps Available,klgo,Klondike Gold Rush National Historical Park,AK,National Historical Park,http://www.nps.gov/klgo/
7E66CA2E-40AD-487E-8A04-8A9A2E4897C9,Information - Maps Available,kowa,Korean War Veterans Memorial ,DC,,http://www.nps.gov/kowa/
7E66CA2E-40AD-487E-8A04-8A9A2E4897C9,Information - Maps Available,labe,Lava Beds National Monument,CA,National Monument,http://www.nps.gov/labe/
7E66CA2E-40AD-487E-8A04-8A9A2E4897C9,Information - Maps Available,lake,Lake Mead National Recreation Area,"AZ,NV",National Recreation Area,http://www.nps.gov/lake/
7E66CA2E-40AD-487E-8A04-8A9A2E4897C9,Information - Maps Available,lamr,Lake Meredith National Recreation Area,TX,National Recreation Area,http://www.nps.gov/lamr/
7E66CA2E-40AD-487E-8A04-8A9A2E4897C9,Information - Maps Available,laro,Lake Roosevelt National Recreation Area,WA,National Recreation Area,http://www.nps.gov/laro/
7E66CA2E-40AD-487E-8A04-8A9A2E4897C9,Information - Maps Available,lavo,Lassen Volcanic National Park,CA,National Park,http://www.nps.gov/lavo/
7E66CA2E-40AD-487E-8A04-8A9A2E4897C9,Information - Maps Available,lecl,Lewis & Clark National Historic Trail,"IA,ID,IL,IN,KS,KY,MO,MT,NE,ND,OH,OR,PA,SD,WA,WV",National Historic Trail,http://www.nps.gov/lecl/
7E66CA2E-40AD-487E-8A04-8A9A2E4897C9,Information - Maps Available,lewi,Lewis and Clark National Historical Park,"OR,WA",National Historical Park,http://www.nps.gov/lewi/
7E66CA2E-40AD-487E-8A04-8A9A2E4897C9,Information - Maps Available,libi,Little Bighorn Battlefield National Monument,MT,National Monument,http://www.nps.gov/libi/
7E66CA2E-40AD-487E-8A04-8A9A2E4897C9,Information - Maps Available,liho,Lincoln Home National Historic Site,IL,National Historic Site,http://www.nps.gov/liho/
7E66CA2E-40AD-487E-8A04-8A9A2E4897C9,Information - Maps Available,lowe,Lowell National Historical Park,MA,National Historical Park,http://www.nps.gov/lowe/
7E66CA2E-40AD-487E-8A04-8A9A2E4897C9,Information - Maps Available,mabi,Marsh - Billings - Rockefeller National Historical Park,VT,National Historical Park,http://www.nps.gov/mabi/
7E66CA2E-40AD-487E-8A04-8A9A2E4897C9,Information - Maps Available,maca,Mammoth Cave National Park,KY,National Park,http://www.nps.gov/maca/
7E66CA2E-40AD-487E-8A04-8A9A2E4897C9,Information - Maps Available,meve,Mesa Verde National Park,CO,National Park,http://www.nps.gov/meve/
7E66CA2E-40AD-487E-8A04-8A9A2E4897C9,Information - Maps Available,mima,Minute Man National Historical Park,MA,National Historical Park,http://www.nps.gov/mima/
7E66CA2E-40AD-487E-8A04-8A9A2E4897C9,Information - Maps Available,mimi,Minuteman Missile National Historic Site,SD,National Historic Site,http://www.nps.gov/mimi/
7E66CA2E-40AD-487E-8A04-8A9A2E4897C9,Information - Maps Available,misp,Mill Springs Battlefield National Monument,KY,National Monument,http://www.nps.gov/misp/
7E66CA2E-40AD-487E-8A04-8A9A2E4897C9,Information - Maps Available,miss,Mississippi National River & Recreation Area,MN,National River & Recreation Area,http://www.nps.gov/miss/
7E66CA2E-40AD-487E-8A04-8A9A2E4897C9,Information - Maps Available,mlkm,"Martin Luther King, Jr. Memorial ",DC,,http://www.nps.gov/mlkm/
7E66CA2E-40AD-487E-8A04-8A9A2E4897C9,Information - Maps Available,mnrr,Missouri National Recreational River,"SD,NE",National Recreational River,http://www.nps.gov/mnrr/
7E66CA2E-40AD-487E-8A04-8A9A2E4897C9,Information - Maps Available,mopi,Mormon Pioneer National Historic Trail,"IL,IA,NE,UT,WY",National Historic Trail,http://www.nps.gov/mopi/
7E66CA2E-40AD-487E-8A04-8A9A2E4897C9,Information - Maps Available,mora,Mount Rainier National Park,WA,National Park,http://www.nps.gov/mora/
7E66CA2E-40AD-487E-8A04-8A9A2E4897C9,Information - Maps Available,nace,National Capital Parks-East ,DC,,http://www.nps.gov/nace/
7E66CA2E-40AD-487E-8A04-8A9A2E4897C9,Information - Maps Available,nama,National Mall and Memorial Parks ,DC,,http://www.nps.gov/nama/
7E66CA2E-40AD-487E-8A04-8A9A2E4897C9,Information - Maps Available,natc,Natchez National Historical Park,MS,National Historical Park,http://www.nps.gov/natc/
7E66CA2E-40AD-487E-8A04-8A9A2E4897C9,Information - Maps Available,natr,Natchez Trace Parkway,"AL,MS,TN",Parkway,http://www.nps.gov/natr/
7E66CA2E-40AD-487E-8A04-8A9A2E4897C9,Information - Maps Available,natt,Natchez Trace National Scenic Trail,"AL,MS,TN",National Scenic Trail,http://www.nps.gov/natt/
7E66CA2E-40AD-487E-8A04-8A9A2E4897C9,Information - Maps Available,nebe,New Bedford Whaling National Historical Park,MA,National Historical Park,http://www.nps.gov/nebe/
7E66CA2E-40AD-487E-8A04-8A9A2E4897C9,Information - Maps Available,nepe,Nez Perce National Historical Park,"ID,MT,OR,WA",National Historical Park,http://www.nps.gov/nepe/
7E66CA2E-40AD-487E-8A04-8A9A2E4897C9,Information - Maps Available,neri,New River Gorge National Park & Preserve,WV,National Park & Preserve,http://www.nps.gov/neri/
7E66CA2E-40AD-487E-8A04-8A9A2E4897C9,Information - Maps Available,noca,North Cascades National Park,WA,National Park,http://www.nps.gov/noca/
7E66CA2E-40AD-487E-8A04-8A9A2E4897C9,Information - Maps Available,oreg,Oregon National Historic Trail,"ID,KS,MO,NE,OR,WA,WY",National Historic Trail,http://www.nps.gov/oreg/
7E66CA2E-40AD-487E-8A04-8A9A2E4897C9,Information - Maps Available,ozar,Ozark National Scenic Riverways,MO,National Scenic Riverways,http://www.nps.gov/ozar/
7E66CA2E-40AD-487E-8A04-8A9A2E4897C9,Information - Maps Available,pais,Padre Island National Seashore,TX,National Seashore,http://www.nps.gov/pais/
7E66CA2E-40AD-487E-8A04-8A9A2E4897C9,Information - Maps Available,pefo,Petrified Forest National Park,AZ,National Park,http://www.nps.gov/pefo/
7E66CA2E-40AD-487E-8A04-8A9A2E4897C9,Information - Maps Available,pete,Petersburg National Battlefield,VA,National Battlefield,http://www.nps.gov/pete/
7E66CA2E-40AD-487E-8A04-8A9A2E4897C9,Information - Maps Available,pinn,Pinnacles National Park,CA,National Park,http://www.nps.gov/pinn/
7E66CA2E-40AD-487E-8A04-8A9A2E4897C9,Information - Maps Available,poex,Pony Express National Historic Trail,"CA,CO,KS,MO,NE,NV,UT,WY",National Historic Trail,http://www.nps.gov/poex/
7E66CA2E-40AD-487E-8A04-8A9A2E4897C9,Information - Maps Available,pohe,Potomac Heritage National Scenic Trail,"DC,MD,PA,VA",National Scenic Trail,http://www.nps.gov/pohe/
7E66CA2E-40AD-487E-8A04-8A9A2E4897C9,Information - Maps Available,pore,Point Reyes National Seashore,CA,National Seashore,http://www.nps.gov/pore/
7E66CA2E-40AD-487E-8A04-8A9A2E4897C9,Information - Maps Available,pull,Pullman National Historical Park,IL,National Historical Park,http://www.nps.gov/pull/
7E66CA2E-40AD-487E-8A04-8A9A2E4897C9,Information - Maps Available,redw,Redwood National and State Parks,CA,National and State Parks,http://www.nps.gov/redw/
7E66CA2E-40AD-487E-8A04-8A9A2E4897C9,Information - Maps Available,rira,River Raisin National Battlefield Park,MI,National Battlefield Park,http://www.nps.gov/rira/
7E66CA2E-40AD-487E-8A04-8A9A2E4897C9,Information - Maps Available,rocr,Rock Creek Park,DC,Park,http://www.nps.gov/rocr/
7E66CA2E-40AD-487E-8A04-8A9A2E4897C9,Information - Maps Available,rori,Rosie the Riveter WWII Home Front National Historical Park,CA,National Historical Park,http://www.nps.gov/rori/
7E66CA2E-40AD-487E-8A04-8A9A2E4897C9,Information - Maps Available,saan,San Antonio Missions National Historical Park,TX,National Historical Park,http://www.nps.gov/saan/
7E66CA2E-40AD-487E-8A04-8A9A2E4897C9,Information - Maps Available,safe,Santa Fe National Historic Trail,"CO,KS,MO,NM,OK",National Historic Trail,http://www.nps.gov/safe/
7E66CA2E-40AD-487E-8A04-8A9A2E4897C9,Information - Maps Available,sagu,Saguaro National Park,AZ,National Park,http://www.nps.gov/sagu/
7E66CA2E-40AD-487E-8A04-8A9A2E4897C9,Information - Maps Available,sahi,Sagamore Hill National Historic Site,NY,National Historic Site,http://www.nps.gov/sahi/
7E66CA2E-40AD-487E-8A04-8A9A2E4897C9,Information - Maps Available,sajh,San Juan Island National Historical Park,WA,National Historical Park,http://www.nps.gov/sajh/
7E66CA2E-40AD-487E-8A04-8A9A2E4897C9,Information - Maps Available,samo,Santa Monica Mountains National Recreation Area,CA,National Recreation Area,http://www.nps.gov/samo/
7E66CA2E-40AD-487E-8A04-8A9A2E4897C9,Information - Maps Available,seki,Sequoia & Kings Canyon National Parks,CA,National Parks,http://www.nps.gov/seki/
7E66CA2E-40AD-487E-8A04-8A9A2E4897C9,Information - Maps Available,semo,Selma To Montgomery National Historic Trail,AL,National Historic Trail,http://www.nps.gov/semo/
7E66CA2E-40AD-487E-8A04-8A9A2E4897C9,Information - Maps Available,shil,Shiloh National Military Park,"TN,MS",National Military Park,http://www.nps.gov/shil/
7E66CA2E-40AD-487E-8A04-8A9A2E4897C9,Information - Maps Available,sitk,Sitka National Historical Park,AK,National Historical Park,http://www.nps.gov/sitk/
7E66CA2E-40AD-487E-8A04-8A9A2E4897C9,Information - Maps Available,slbe,Sleeping Bear Dunes National Lakeshore,MI,National Lakeshore,http://www.nps.gov/slbe/
7E66CA2E-40AD-487E-8A04-8A9A2E4897C9,Information - Maps Available,stri,Stones River National Battlefield,TN,National Battlefield,http://www.nps.gov/stri/
7E66CA2E-40AD-487E-8A04-8A9A2E4897C9,Information - Maps Available,stsp,Star-Spangled Banner National Historic Trail,"MD,VA,DC",National Historic Trail,http://www.nps.gov/stsp/
7E66CA2E-40AD-487E-8A04-8A9A2E4897C9,Information - Maps Available,sucr,Sunset Crater Volcano National Monument,AZ,National Monument,http://www.nps.gov/sucr/
7E66CA2E-40AD-487E-8A04-8A9A2E4897C9,Information - Maps Available,tapr,Tallgrass Prairie National Preserve,KS,National Preserve,http://www.nps.gov/tapr/
7E66CA2E-40AD-487E-8A04-8A9A2E4897C9,Information - Maps Available,thje,Thomas Jefferson Memorial ,DC,,http://www.nps.gov/thje/
7E66CA2E-40AD-487E-8A04-8A9A2E4897C9,Information - Maps Available,tica,Timpanogos Cave National Monument,UT,National Monument,http://www.nps.gov/tica/
7E66CA2E-40AD-487E-8A04-8A9A2E4897C9,Information - Maps Available,timu,Timucuan Ecological & Historic Preserve,FL,Ecological & Historic Preserve,http://www.nps.gov/timu/
7E66CA2E-40AD-487E-8A04-8A9A2E4897C9,Information - Maps Available,trte,Trail Of Tears National Historic Trail,"AL,AR,GA,IL,KY,MO,NC,OK,TN",National Historic Trail,http://www.nps.gov/trte/
7E66CA2E-40AD-487E-8A04-8A9A2E4897C9,Information - Maps Available,tule,Tule Lake National Monument,CA,National Monument,http://www.nps.gov/tule/
7E66CA2E-40AD-487E-8A04-8A9A2E4897C9,Information - Maps Available,tuma,Tumacácori National Historical Park,AZ,National Historical Park,http://www.nps.gov/tuma/
7E66CA2E-40AD-487E-8A04-8A9A2E4897C9,Information - Maps Available,tupe,Tupelo National Battlefield,MS,National Battlefield,http://www.nps.gov/tupe/
7E66CA2E-40AD-487E-8A04-8A9A2E4897C9,Information - Maps Available,ulsg,Ulysses S Grant National Historic Site,MO,National Historic Site,http://www.nps.gov/ulsg/
7E66CA2E-40AD-487E-8A04-8A9A2E4897C9,Information - Maps Available,upde,Upper Delaware Scenic & Recreational River,"NY,PA",Scenic & Recreational River,http://www.nps.gov/upde/
7E66CA2E-40AD-487E-8A04-8A9A2E4897C9,Information - Maps Available,vafo,Valley Forge National Historical Park,PA,National Historical Park,http://www.nps.gov/vafo/
7E66CA2E-40AD-487E-8A04-8A9A2E4897C9,Information - Maps Available,vall,Valles Caldera National Preserve,NM,National Preserve,http://www.nps.gov/vall/
7E66CA2E-40AD-487E-8A04-8A9A2E4897C9,Information - Maps Available,vick,Vicksburg National Military Park,"MS,LA",National Military Park,http://www.nps.gov/vick/
7E66CA2E-40AD-487E-8A04-8A9A2E4897C9,Information - Maps Available,viis,Virgin Islands National Park,VI,National Park,http://www.nps.gov/viis/
7E66CA2E-40AD-487E-8A04-8A9A2E4897C9,Information - Maps Available,voya,Voyageurs National Park,MN,National Park,http://www.nps.gov/voya/
7E66CA2E-40AD-487E-8A04-8A9A2E4897C9,Information - Maps Available,wefa,Weir Farm National Historical Park,CT,National Historical Park,http://www.nps.gov/wefa/
7E66CA2E-40AD-487E-8A04-8A9A2E4897C9,Information - Maps Available,whis,Whiskeytown National Recreation Area,CA,National Recreation Area,http://www.nps.gov/whis/
7E66CA2E-40AD-487E-8A04-8A9A2E4897C9,Information - Maps Available,whmi,Whitman Mission National Historic Site,WA,National Historic Site,http://www.nps.gov/whmi/
7E66CA2E-40AD-487E-8A04-8A9A2E4897C9,Information - Maps Available,whsa,White Sands National Park,NM,National Park,http://www.nps.gov/whsa/
7E66CA2E-40AD-487E-8A04-8A9A2E4897C9,Information - Maps Available,wica,Wind Cave National Park,SD,National Park,http://www.nps.gov/wica/
7E66CA2E-40AD-487E-8A04-8A9A2E4897C9,Information - Maps Available,wrst,Wrangell - St Elias National Park & Preserve,AK,National Park & Preserve,http://www.nps.gov/wrst/
7E66CA2E-40AD-487E-8A04-8A9A2E4897C9,Information - Maps Available,wupa,Wupatki National Monument,AZ,National Monument,http://www.nps.gov/wupa/
7E66CA2E-40AD-487E-8A04-8A9A2E4897C9,Information - Maps Available,yell,Yellowstone National Park,"ID,MT,WY",National Park,http://www.nps.gov/yell/
7E66CA2E-40AD-487E-8A04-8A9A2E4897C9,Information - Maps Available,yose,Yosemite National Park,CA,National Park,http://www.nps.gov/yose/
7E66CA2E-40AD-487E-8A04-8A9A2E4897C9,Information - Maps Available,zion,Zion National Park,UT,National Park,http://www.nps.gov/zion/
6815A395-2988-4AF3-8006-50224AD05193,Information - Park Newspaper Available,badl,Badlands National Park,SD,National Park,http://www.nps.gov/badl/
6815A395-2988-4AF3-8006-50224AD05193,Information - Park Newspaper Available,bibe,Big Bend National Park,TX,National Park,http://www.nps.gov/bibe/
6815A395-2988-4AF3-8006-50224AD05193,Information - Park Newspaper Available,blri,Blue Ridge Parkway,"NC,VA",Parkway,http://www.nps.gov/blri/
6815A395-2988-4AF3-8006-50224AD05193,Information - Park Newspaper Available,brca,Bryce Canyon National Park,UT,National Park,http://www.nps.gov/brca/
6815A395-2988-4AF3-8006-50224AD05193,Information - Park Newspaper Available,cali,California National Historic Trail,"CA,CO,ID,KS,MO,NE,NV,OR,UT,WY",National Historic Trail,http://www.nps.gov/cali/
6815A395-2988-4AF3-8006-50224AD05193,Information - Park Newspaper Available,crla,Crater Lake National Park,OR,National Park,http://www.nps.gov/crla/
6815A395-2988-4AF3-8006-50224AD05193,Information - Park Newspaper Available,cuva,Cuyahoga Valley National Park,OH,National Park,http://www.nps.gov/cuva/
6815A395-2988-4AF3-8006-50224AD05193,Information - Park Newspaper Available,dena,Denali National Park & Preserve,AK,National Park & Preserve,http://www.nps.gov/dena/
6815A395-2988-4AF3-8006-50224AD05193,Information - Park Newspaper Available,deto,Devils Tower National Monument,WY,National Monument,http://www.nps.gov/deto/
6815A395-2988-4AF3-8006-50224AD05193,Information - Park Newspaper Available,deva,Death Valley National Park,"CA,NV",National Park,http://www.nps.gov/deva/
6815A395-2988-4AF3-8006-50224AD05193,Information - Park Newspaper Available,ebla,Ebey's Landing National Historical Reserve,WA,National Historical Reserve,http://www.nps.gov/ebla/
6815A395-2988-4AF3-8006-50224AD05193,Information - Park Newspaper Available,ever,Everglades National Park,FL,National Park,http://www.nps.gov/ever/
6815A395-2988-4AF3-8006-50224AD05193,Information - Park Newspaper Available,fiis,Fire Island National Seashore,NY,National Seashore,http://www.nps.gov/fiis/
6815A395-2988-4AF3-8006-50224AD05193,Information - Park Newspaper Available,fola,Fort Laramie National Historic Site,WY,National Historic Site,http://www.nps.gov/fola/
6815A395-2988-4AF3-8006-50224AD05193,Information - Park Newspaper Available,glac,Glacier National Park,MT,National Park,http://www.nps.gov/glac/
6815A395-2988-4AF3-8006-50224AD05193,Information - Park Newspaper Available,glba,Glacier Bay National Park & Preserve,AK,National Park & Preserve,http://www.nps.gov/glba/
6815A395-2988-4AF3-8006-50224AD05193,Information - Park Newspaper Available,grca,Grand Canyon National Park,AZ,National Park,http://www.nps.gov/grca/
6815A395-2988-4AF3-8006-50224AD05193,Information - Park Newspaper Available,grsm,Great Smoky Mountains National Park,"NC,TN",National Park,http://www.nps.gov/grsm/
6815A395-2988-4AF3-8006-50224AD05193,Information - Park Newspaper Available,guis,Gulf Islands National Seashore,"FL,MS",National Seashore,http://www.nps.gov/guis/
6815A395-2988-4AF3-8006-50224AD05193,Information - Park Newspaper Available,gwmp,George Washington Memorial Parkway,"DC,MD,VA",Memorial Parkway,http://www.nps.gov/gwmp/
6815A395-2988-4AF3-8006-50224AD05193,Information - Park Newspaper Available,indu,Indiana Dunes National Park,IN,National Park,http://www.nps.gov/indu/
6815A395-2988-4AF3-8006-50224AD05193,Information - Park Newspaper Available,isro,Isle Royale National Park,MI,National Park,http://www.nps.gov/isro/
6815A395-2988-4AF3-8006-50224AD05193,Information - Park Newspaper Available,jaga,James A Garfield National Historic Site,OH,National Historic Site,http://www.nps.gov/jaga/
6815A395-2988-4AF3-8006-50224AD05193,Information - Park Newspaper Available,katm,Katmai National Park & Preserve,AK,National Park & Preserve,http://www.nps.gov/katm/
6815A395-2988-4AF3-8006-50224AD05193,Information - Park Newspaper Available,kewe,Keweenaw National Historical Park,MI,National Historical Park,http://www.nps.gov/kewe/
6815A395-2988-4AF3-8006-50224AD05193,Information - Park Newspaper Available,lake,Lake Mead National Recreation Area,"AZ,NV",National Recreation Area,http://www.nps.gov/lake/
6815A395-2988-4AF3-8006-50224AD05193,Information - Park Newspaper Available,lavo,Lassen Volcanic National Park,CA,National Park,http://www.nps.gov/lavo/
6815A395-2988-4AF3-8006-50224AD05193,Information - Park Newspaper Available,lecl,Lewis & Clark National Historic Trail,"IA,ID,IL,IN,KS,KY,MO,MT,NE,ND,OH,OR,PA,SD,WA,WV",National Historic Trail,http://www.nps.gov/lecl/
6815A395-2988-4AF3-8006-50224AD05193,Information - Park Newspaper Available,meve,Mesa Verde National Park,CO,National Park,http://www.nps.gov/meve/
6815A395-2988-4AF3-8006-50224AD05193,Information - Park Newspaper Available,mopi,Mormon Pioneer National Historic Trail,"IL,IA,NE,UT,WY",National Historic Trail,http://www.nps.gov/mopi/
6815A395-2988-4AF3-8006-50224AD05193,Information - Park Newspaper Available,mora,Mount Rainier National Park,WA,National Park,http://www.nps.gov/mora/
6815A395-2988-4AF3-8006-50224AD05193,Information - Park Newspaper Available,nebe,New Bedford Whaling National Historical Park,MA,National Historical Park,http://www.nps.gov/nebe/
6815A395-2988-4AF3-8006-50224AD05193,Information - Park Newspaper Available,noca,North Cascades National Park,WA,National Park,http://www.nps.gov/noca/
6815A395-2988-4AF3-8006-50224AD05193,Information - Park Newspaper Available,oreg,Oregon National Historic Trail,"ID,KS,MO,NE,OR,WA,WY",National Historic Trail,http://www.nps.gov/oreg/
6815A395-2988-4AF3-8006-50224AD05193,Information - Park Newspaper Available,pefo,Petrified Forest National Park,AZ,National Park,http://www.nps.gov/pefo/
6815A395-2988-4AF3-8006-50224AD05193,Information - Park Newspaper Available,poex,Pony Express National Historic Trail,"CA,CO,KS,MO,NE,NV,UT,WY",National Historic Trail,http://www.nps.gov/poex/
6815A395-2988-4AF3-8006-50224AD05193,Information - Park Newspaper Available,redw,Redwood National and State Parks,CA,National and State Parks,http://www.nps.gov/redw/
6815A395-2988-4AF3-8006-50224AD05193,Information - Park Newspaper Available,seki,Sequoia & Kings Canyon National Parks,CA,National Parks,http://www.nps.gov/seki/
6815A395-2988-4AF3-8006-50224AD05193,Information - Park Newspaper Available,slbe,Sleeping Bear Dunes National Lakeshore,MI,National Lakeshore,http://www.nps.gov/slbe/
6815A395-2988-4AF3-8006-50224AD05193,Information - Park Newspaper Available,tica,Timpanogos Cave National Monument,UT,National Monument,http://www.nps.gov/tica/
6815A395-2988-4AF3-8006-50224AD05193,Information - Park Newspaper Available,voya,Voyageurs National Park,MN,National Park,http://www.nps.gov/voya/
6815A395-2988-4AF3-8006-50224AD05193,Information - Park Newspaper Available,whis,Whiskeytown National Recreation Area,CA,National Recreation Area,http://www.nps.gov/whis/
6815A395-2988-4AF3-8006-50224AD05193,Information - Park Newspaper Available,wica,Wind Cave National Park,SD,National Park,http://www.nps.gov/wica/
6815A395-2988-4AF3-8006-50224AD05193,Information - Park Newspaper Available,wrst,Wrangell - St Elias National Park & Preserve,AK,National Park & Preserve,http://www.nps.gov/wrst/
6815A395-2988-4AF3-8006-50224AD05193,Information - Park Newspaper Available,yell,Yellowstone National Park,"ID,MT,WY",National Park,http://www.nps.gov/yell/
6815A395-2988-4AF3-8006-50224AD05193,Information - Park Newspaper Available,yose,Yosemite National Park,CA,National Park,http://www.nps.gov/yose/
6815A395-2988-4AF3-8006-50224AD05193,Information - Park Newspaper Available,zion,Zion National Park,UT,National Park,http://www.nps.gov/zion/
8320DDEA-91E7-411D-81B4-5D31CCA2267B,Information - Ranger/Staff Member Present,abli,Abraham Lincoln Birthplace National Historical Park,KY,National Historical Park,http://www.nps.gov/abli/
8320DDEA-91E7-411D-81B4-5D31CCA2267B,Information - Ranger/Staff Member Present,acad,Acadia National Park,ME,National Park,http://www.nps.gov/acad/
8320DDEA-91E7-411D-81B4-5D31CCA2267B,Information - Ranger/Staff Member Present,adam,Adams National Historical Park,MA,National Historical Park,http://www.nps.gov/adam/
8320DDEA-91E7-411D-81B4-5D31CCA2267B,Information - Ranger/Staff Member Present,alca,Alcatraz Island ,CA,,http://www.nps.gov/alca/
8320DDEA-91E7-411D-81B4-5D31CCA2267B,Information - Ranger/Staff Member Present,alfl,Alibates Flint Quarries National Monument,TX,National Monument,http://www.nps.gov/alfl/
8320DDEA-91E7-411D-81B4-5D31CCA2267B,Information - Ranger/Staff Member Present,alpo,Allegheny Portage Railroad National Historic Site,PA,National Historic Site,http://www.nps.gov/alpo/
8320DDEA-91E7-411D-81B4-5D31CCA2267B,Information - Ranger/Staff Member Present,amch,Amache National Historic Site,CO,National Historic Site,https://www.nps.gov/amch/
8320DDEA-91E7-411D-81B4-5D31CCA2267B,Information - Ranger/Staff Member Present,amis,Amistad National Recreation Area,TX,National Recreation Area,http://www.nps.gov/amis/
8320DDEA-91E7-411D-81B4-5D31CCA2267B,Information - Ranger/Staff Member Present,ande,Andersonville National Historic Site,GA,National Historic Site,http://www.nps.gov/ande/
8320DDEA-91E7-411D-81B4-5D31CCA2267B,Information - Ranger/Staff Member Present,anti,Antietam National Battlefield,MD,National Battlefield,http://www.nps.gov/anti/
8320DDEA-91E7-411D-81B4-5D31CCA2267B,Information - Ranger/Staff Member Present,apco,Appomattox Court House National Historical Park,VA,National Historical Park,http://www.nps.gov/apco/
8320DDEA-91E7-411D-81B4-5D31CCA2267B,Information - Ranger/Staff Member Present,apis,Apostle Islands National Lakeshore,WI,National Lakeshore,http://www.nps.gov/apis/
8320DDEA-91E7-411D-81B4-5D31CCA2267B,Information - Ranger/Staff Member Present,badl,Badlands National Park,SD,National Park,http://www.nps.gov/badl/
8320DDEA-91E7-411D-81B4-5D31CCA2267B,Information - Ranger/Staff Member Present,band,Bandelier National Monument,NM,National Monument,http://www.nps.gov/band/
8320DDEA-91E7-411D-81B4-5D31CCA2267B,Information - Ranger/Staff Member Present,beol,Bent's Old Fort National Historic Site,CO,National Historic Site,http://www.nps.gov/beol/
8320DDEA-91E7-411D-81B4-5D31CCA2267B,Information - Ranger/Staff Member Present,bibe,Big Bend National Park,TX,National Park,http://www.nps.gov/bibe/
8320DDEA-91E7-411D-81B4-5D31CCA2267B,Information - Ranger/Staff Member Present,bicy,Big Cypress National Preserve,FL,National Preserve,http://www.nps.gov/bicy/
8320DDEA-91E7-411D-81B4-5D31CCA2267B,Information - Ranger/Staff Member Present,biho,Big Hole National Battlefield,MT,National Battlefield,http://www.nps.gov/biho/
8320DDEA-91E7-411D-81B4-5D31CCA2267B,Information - Ranger/Staff Member Present,blri,Blue Ridge Parkway,"NC,VA",Parkway,http://www.nps.gov/blri/
8320DDEA-91E7-411D-81B4-5D31CCA2267B,Information - Ranger/Staff Member Present,blrv,Blackstone River Valley National Historical Park,"RI,MA",National Historical Park,http://www.nps.gov/blrv/
8320DDEA-91E7-411D-81B4-5D31CCA2267B,Information - Ranger/Staff Member Present,boaf,Boston African American National Historic Site,MA,National Historic Site,http://www.nps.gov/boaf/
8320DDEA-91E7-411D-81B4-5D31CCA2267B,Information - Ranger/Staff Member Present,boha,Boston Harbor Islands National Recreation Area,MA,National Recreation Area,http://www.nps.gov/boha/
8320DDEA-91E7-411D-81B4-5D31CCA2267B,Information - Ranger/Staff Member Present,bost,Boston National Historical Park,MA,National Historical Park,http://www.nps.gov/bost/
8320DDEA-91E7-411D-81B4-5D31CCA2267B,Information - Ranger/Staff Member Present,brca,Bryce Canyon National Park,UT,National Park,http://www.nps.gov/brca/
8320DDEA-91E7-411D-81B4-5D31CCA2267B,Information - Ranger/Staff Member Present,brcr,Brices Cross Roads National Battlefield Site,MS,National Battlefield Site,http://www.nps.gov/brcr/
8320DDEA-91E7-411D-81B4-5D31CCA2267B,Information - Ranger/Staff Member Present,buov,Butterfield Overland National Historic Trail,"MO,AR,OK,TX,NM,AZ,CA",National Historic Trail,http://www.nps.gov/buov/
8320DDEA-91E7-411D-81B4-5D31CCA2267B,Information - Ranger/Staff Member Present,cabr,Cabrillo National Monument,CA,National Monument,http://www.nps.gov/cabr/
