amenity_id,amenity_name,park_code,park_name,park_states,park_designation,park_url
29D286B6-069C-4204-AF35-AE7744B71212,Food/Drink - Snacks,acad,Acadia National Park,ME,National Park,http://www.nps.gov/acad/
29D286B6-069C-4204-AF35-AE7744B71212,Food/Drink - Snacks,ande,Andersonville National Historic Site,GA,National Historic Site,http://www.nps.gov/ande/
29D286B6-069C-4204-AF35-AE7744B71212,Food/Drink - Snacks,badl,Badlands National Park,SD,National Park,http://www.nps.gov/badl/
29D286B6-069C-4204-AF35-AE7744B71212,Food/Drink - Snacks,band,Bandelier National Monument,NM,National Monument,http://www.nps.gov/band/
29D286B6-069C-4204-AF35-AE7744B71212,Food/Drink - Snacks,beol,Bent's Old Fort National Historic Site,CO,National Historic Site,http://www.nps.gov/beol/
29D286B6-069C-4204-AF35-AE7744B71212,Food/Drink - Snacks,bibe,Big Bend National Park,TX,National Park,http://www.nps.gov/bibe/
29D286B6-069C-4204-AF35-AE7744B71212,Food/Drink - Snacks,bica,Bighorn Canyon National Recreation Area,"MT,WY",National Recreation Area,http://www.nps.gov/bica/
29D286B6-069C-4204-AF35-AE7744B71212,Food/Drink - Snacks,blri,Blue Ridge Parkway,"NC,VA",Parkway,http://www.nps.gov/blri/
29D286B6-069C-4204-AF35-AE7744B71212,Food/Drink - Snacks,boaf,Boston African American National Historic Site,MA,National Historic Site,http://www.nps.gov/boaf/
29D286B6-069C-4204-AF35-AE7744B71212,Food/Drink - Snacks,boha,Boston Harbor Islands National Recreation Area,MA,National Recreation Area,http://www.nps.gov/boha/
29D286B6-069C-4204-AF35-AE7744B71212,Food/Drink - Snacks,bost,Boston National Historical Park,MA,National Historical Park,http://www.nps.gov/bost/
29D286B6-069C-4204-AF35-AE7744B71212,Food/Drink - Snacks,brca,Bryce Canyon National Park,UT,National Park,http://www.nps.gov/brca/
29D286B6-069C-4204-AF35-AE7744B71212,Food/Drink - Snacks,cabr,Cabrillo National Monument,CA,National Monument,http://www.nps.gov/cabr/
29D286B6-069C-4204-AF35-AE7744B71212,Food/Drink - Snacks,caco,Cape Cod National Seashore,MA,National Seashore,http://www.nps.gov/caco/
29D286B6-069C-4204-AF35-AE7744B71212,Food/Drink - Snacks,caha,Cape Hatteras National Seashore,NC,National Seashore,http://www.nps.gov/caha/
29D286B6-069C-4204-AF35-AE7744B71212,Food/Drink - Snacks,cajo,Captain John Smith Chesapeake National Historic Trail,"VA,MD,DE,DC,PA,NY",National Historic Trail,http://www.nps.gov/cajo/
29D286B6-069C-4204-AF35-AE7744B71212,Food/Drink - Snacks,cali,California National Historic Trail,"CA,CO,ID,KS,MO,NE,NV,OR,UT,WY",National Historic Trail,http://www.nps.gov/cali/
29D286B6-069C-4204-AF35-AE7744B71212,Food/Drink - Snacks,care,Capitol Reef National Park,UT,National Park,http://www.nps.gov/care/
29D286B6-069C-4204-AF35-AE7744B71212,Food/Drink - Snacks,cech,César E. Chávez National Monument,CA,National Monument,http://www.nps.gov/cech/
29D286B6-069C-4204-AF35-AE7744B71212,Food/Drink - Snacks,choh,Chesapeake & Ohio Canal National Historical Park,"DC,MD,WV",National Historical Park,http://www.nps.gov/choh/
29D286B6-069C-4204-AF35-AE7744B71212,Food/Drink - Snacks,colm,Colorado National Monument,CO,National Monument,http://www.nps.gov/colm/
29D286B6-069C-4204-AF35-AE7744B71212,Food/Drink - Snacks,crla,Crater Lake National Park,OR,National Park,http://www.nps.gov/crla/
29D286B6-069C-4204-AF35-AE7744B71212,Food/Drink - Snacks,cuva,Cuyahoga Valley National Park,OH,National Park,http://www.nps.gov/cuva/
29D286B6-069C-4204-AF35-AE7744B71212,Food/Drink - Snacks,cwdw,Civil War Defenses of Washington ,"DC,MD,VA",,http://www.nps.gov/cwdw/
29D286B6-069C-4204-AF35-AE7744B71212,Food/Drink - Snacks,dena,Denali National Park & Preserve,AK,National Park & Preserve,http://www.nps.gov/dena/
29D286B6-069C-4204-AF35-AE7744B71212,Food/Drink - Snacks,deva,Death Valley National Park,"CA,NV",National Park,http://www.nps.gov/deva/
29D286B6-069C-4204-AF35-AE7744B71212,Food/Drink - Snacks,elis,Ellis Island Part of Statue of Liberty National Monument,"NJ,NY",Part of Statue of Liberty National Monument,http://www.nps.gov/elis/
29D286B6-069C-4204-AF35-AE7744B71212,Food/Drink - Snacks,ever,Everglades National Park,FL,National Park,http://www.nps.gov/ever/
29D286B6-069C-4204-AF35-AE7744B71212,Food/Drink - Snacks,fiis,Fire Island National Seashore,NY,National Seashore,http://www.nps.gov/fiis/
29D286B6-069C-4204-AF35-AE7744B71212,Food/Drink - Snacks,fodu,Fort Dupont Park ,DC,,http://www.nps.gov/fodu/
29D286B6-069C-4204-AF35-AE7744B71212,Food/Drink - Snacks,fola,Fort Laramie National Historic Site,WY,National Historic Site,http://www.nps.gov/fola/
29D286B6-069C-4204-AF35-AE7744B71212,Food/Drink - Snacks,fols,Fort Larned National Historic Site,KS,National Historic Site,http://www.nps.gov/fols/
29D286B6-069C-4204-AF35-AE7744B71212,Food/Drink - Snacks,fone,Fort Necessity National Battlefield,PA,National Battlefield,http://www.nps.gov/fone/
29D286B6-069C-4204-AF35-AE7744B71212,Food/Drink - Snacks,fova,Fort Vancouver National Historic Site,"OR,WA",National Historic Site,http://www.nps.gov/fova/
29D286B6-069C-4204-AF35-AE7744B71212,Food/Drink - Snacks,frla,Frederick Law Olmsted National Historic Site,MA,National Historic Site,http://www.nps.gov/frla/
29D286B6-069C-4204-AF35-AE7744B71212,Food/Drink - Snacks,frst,First State National Historical Park,"DE,PA",National Historical Park,http://www.nps.gov/frst/
29D286B6-069C-4204-AF35-AE7744B71212,Food/Drink - Snacks,glac,Glacier National Park,MT,National Park,http://www.nps.gov/glac/
29D286B6-069C-4204-AF35-AE7744B71212,Food/Drink - Snacks,goga,Golden Gate National Recreation Area,CA,National Recreation Area,http://www.nps.gov/goga/
29D286B6-069C-4204-AF35-AE7744B71212,Food/Drink - Snacks,grca,Grand Canyon National Park,AZ,National Park,http://www.nps.gov/grca/
29D286B6-069C-4204-AF35-AE7744B71212,Food/Drink - Snacks,grsm,Great Smoky Mountains National Park,"NC,TN",National Park,http://www.nps.gov/grsm/
29D286B6-069C-4204-AF35-AE7744B71212,Food/Drink - Snacks,grte,Grand Teton National Park,WY,National Park,http://www.nps.gov/grte/
29D286B6-069C-4204-AF35-AE7744B71212,Food/Drink - Snacks,guis,Gulf Islands National Seashore,"FL,MS",National Seashore,http://www.nps.gov/guis/
29D286B6-069C-4204-AF35-AE7744B71212,Food/Drink - Snacks,gumo,Guadalupe Mountains National Park,TX,National Park,http://www.nps.gov/gumo/
29D286B6-069C-4204-AF35-AE7744B71212,Food/Drink - Snacks,havo,Hawaiʻi Volcanoes National Park,HI,National Park,http://www.nps.gov/havo/
29D286B6-069C-4204-AF35-AE7744B71212,Food/Drink - Snacks,hosp,Hot Springs National Park,AR,National Park,http://www.nps.gov/hosp/
29D286B6-069C-4204-AF35-AE7744B71212,Food/Drink - Snacks,iafl,Ice Age Floods National Geologic Trail,"WA,OR,ID,MT",National Geologic Trail,http://www.nps.gov/iafl/
29D286B6-069C-4204-AF35-AE7744B71212,Food/Drink - Snacks,indu,Indiana Dunes National Park,IN,National Park,http://www.nps.gov/indu/
29D286B6-069C-4204-AF35-AE7744B71212,Food/Drink - Snacks,isro,Isle Royale National Park,MI,National Park,http://www.nps.gov/isro/
29D286B6-069C-4204-AF35-AE7744B71212,Food/Drink - Snacks,jeca,Jewel Cave National Monument,SD,National Monument,http://www.nps.gov/jeca/
29D286B6-069C-4204-AF35-AE7744B71212,Food/Drink - Snacks,jeff,Gateway Arch National Park,MO,National Park,http://www.nps.gov/jeff/
29D286B6-069C-4204-AF35-AE7744B71212,Food/Drink - Snacks,jica,Jimmy Carter National Historical Park,GA,National Historical Park,http://www.nps.gov/jica/
29D286B6-069C-4204-AF35-AE7744B71212,Food/Drink - Snacks,kala,Kalaupapa National Historical Park,HI,National Historical Park,http://www.nps.gov/kala/
29D286B6-069C-4204-AF35-AE7744B71212,Food/Drink - Snacks,katm,Katmai National Park & Preserve,AK,National Park & Preserve,http://www.nps.gov/katm/
29D286B6-069C-4204-AF35-AE7744B71212,Food/Drink - Snacks,kemo,Kennesaw Mountain National Battlefield Park,GA,National Battlefield Park,http://www.nps.gov/kemo/
29D286B6-069C-4204-AF35-AE7744B71212,Food/Drink - Snacks,kewe,Keweenaw National Historical Park,MI,National Historical Park,http://www.nps.gov/kewe/
29D286B6-069C-4204-AF35-AE7744B71212,Food/Drink - Snacks,klgo,Klondike Gold Rush National Historical Park,AK,National Historical Park,http://www.nps.gov/klgo/
29D286B6-069C-4204-AF35-AE7744B71212,Food/Drink - Snacks,labe,Lava Beds National Monument,CA,National Monument,http://www.nps.gov/labe/
29D286B6-069C-4204-AF35-AE7744B71212,Food/Drink - Snacks,lake,Lake Mead National Recreation Area,"AZ,NV",National Recreation Area,http://www.nps.gov/lake/
29D286B6-069C-4204-AF35-AE7744B71212,Food/Drink - Snacks,lavo,Lassen Volcanic National Park,CA,National Park,http://www.nps.gov/lavo/
29D286B6-069C-4204-AF35-AE7744B71212,Food/Drink - Snacks,lecl,Lewis & Clark National Historic Trail,"IA,ID,IL,IN,KS,KY,MO,MT,NE,ND,OH,OR,PA,SD,WA,WV",National Historic Trail,http://www.nps.gov/lecl/
29D286B6-069C-4204-AF35-AE7744B71212,Food/Drink - Snacks,lewi,Lewis and Clark National Historical Park,"OR,WA",National Historical Park,http://www.nps.gov/lewi/
29D286B6-069C-4204-AF35-AE7744B71212,Food/Drink - Snacks,maca,Mammoth Cave National Park,KY,National Park,http://www.nps.gov/maca/
29D286B6-069C-4204-AF35-AE7744B71212,Food/Drink - Snacks,meve,Mesa Verde National Park,CO,National Park,http://www.nps.gov/meve/
29D286B6-069C-4204-AF35-AE7744B71212,Food/Drink - Snacks,mopi,Mormon Pioneer National Historic Trail,"IL,IA,NE,UT,WY",National Historic Trail,http://www.nps.gov/mopi/
29D286B6-069C-4204-AF35-AE7744B71212,Food/Drink - Snacks,mora,Mount Rainier National Park,WA,National Park,http://www.nps.gov/mora/
29D286B6-069C-4204-AF35-AE7744B71212,Food/Drink - Snacks,moru,Mount Rushmore National Memorial,SD,National Memorial,http://www.nps.gov/moru/
29D286B6-069C-4204-AF35-AE7744B71212,Food/Drink - Snacks,nace,National Capital Parks-East ,DC,,http://www.nps.gov/nace/
29D286B6-069C-4204-AF35-AE7744B71212,Food/Drink - Snacks,nama,National Mall and Memorial Parks ,DC,,http://www.nps.gov/nama/
29D286B6-069C-4204-AF35-AE7744B71212,Food/Drink - Snacks,natr,Natchez Trace Parkway,"AL,MS,TN",Parkway,http://www.nps.gov/natr/
29D286B6-069C-4204-AF35-AE7744B71212,Food/Drink - Snacks,nisi,Ninety Six National Historic Site,SC,National Historic Site,http://www.nps.gov/nisi/
29D286B6-069C-4204-AF35-AE7744B71212,Food/Drink - Snacks,noca,North Cascades National Park,WA,National Park,http://www.nps.gov/noca/
29D286B6-069C-4204-AF35-AE7744B71212,Food/Drink - Snacks,ocmu,Ocmulgee Mounds National Historical Park,GA,National Historical Park,http://www.nps.gov/ocmu/
29D286B6-069C-4204-AF35-AE7744B71212,Food/Drink - Snacks,oreg,Oregon National Historic Trail,"ID,KS,MO,NE,OR,WA,WY",National Historic Trail,http://www.nps.gov/oreg/
29D286B6-069C-4204-AF35-AE7744B71212,Food/Drink - Snacks,pais,Padre Island National Seashore,TX,National Seashore,http://www.nps.gov/pais/
29D286B6-069C-4204-AF35-AE7744B71212,Food/Drink - Snacks,pefo,Petrified Forest National Park,AZ,National Park,http://www.nps.gov/pefo/
29D286B6-069C-4204-AF35-AE7744B71212,Food/Drink - Snacks,poex,Pony Express National Historic Trail,"CA,CO,KS,MO,NE,NV,UT,WY",National Historic Trail,http://www.nps.gov/poex/
29D286B6-069C-4204-AF35-AE7744B71212,Food/Drink - Snacks,pohe,Potomac Heritage National Scenic Trail,"DC,MD,PA,VA",National Scenic Trail,http://www.nps.gov/pohe/
29D286B6-069C-4204-AF35-AE7744B71212,Food/Drink - Snacks,pore,Point Reyes National Seashore,CA,National Seashore,http://www.nps.gov/pore/
29D286B6-069C-4204-AF35-AE7744B71212,Food/Drink - Snacks,prsf,Presidio of San Francisco ,CA,,http://www.nps.gov/prsf/
29D286B6-069C-4204-AF35-AE7744B71212,Food/Drink - Snacks,pull,Pullman National Historical Park,IL,National Historical Park,http://www.nps.gov/pull/
29D286B6-069C-4204-AF35-AE7744B71212,Food/Drink - Snacks,rigr,Rio Grande Wild & Scenic River,TX,Wild & Scenic River,http://www.nps.gov/rigr/
29D286B6-069C-4204-AF35-AE7744B71212,Food/Drink - Snacks,romo,Rocky Mountain National Park,CO,National Park,http://www.nps.gov/romo/
29D286B6-069C-4204-AF35-AE7744B71212,Food/Drink - Snacks,safe,Santa Fe National Historic Trail,"CO,KS,MO,NM,OK",National Historic Trail,http://www.nps.gov/safe/
29D286B6-069C-4204-AF35-AE7744B71212,Food/Drink - Snacks,sahi,Sagamore Hill National Historic Site,NY,National Historic Site,http://www.nps.gov/sahi/
29D286B6-069C-4204-AF35-AE7744B71212,Food/Drink - Snacks,sajh,San Juan Island National Historical Park,WA,National Historical Park,http://www.nps.gov/sajh/
29D286B6-069C-4204-AF35-AE7744B71212,Food/Drink - Snacks,seki,Sequoia & Kings Canyon National Parks,CA,National Parks,http://www.nps.gov/seki/
29D286B6-069C-4204-AF35-AE7744B71212,Food/Drink - Snacks,shen,Shenandoah National Park,VA,National Park,http://www.nps.gov/shen/
29D286B6-069C-4204-AF35-AE7744B71212,Food/Drink - Snacks,shil,Shiloh National Military Park,"TN,MS",National Military Park,http://www.nps.gov/shil/
29D286B6-069C-4204-AF35-AE7744B71212,Food/Drink - Snacks,stli,Statue Of Liberty National Monument,NY,National Monument,http://www.nps.gov/stli/
29D286B6-069C-4204-AF35-AE7744B71212,Food/Drink - Snacks,stri,Stones River National Battlefield,TN,National Battlefield,http://www.nps.gov/stri/
29D286B6-069C-4204-AF35-AE7744B71212,Food/Drink - Snacks,stsp,Star-Spangled Banner National Historic Trail,"MD,VA,DC",National Historic Trail,http://www.nps.gov/stsp/
29D286B6-069C-4204-AF35-AE7744B71212,Food/Drink - Snacks,tica,Timpanogos Cave National Monument,UT,National Monument,http://www.nps.gov/tica/
29D286B6-069C-4204-AF35-AE7744B71212,Food/Drink - Snacks,ulsg,Ulysses S Grant National Historic Site,MO,National Historic Site,http://www.nps.gov/ulsg/
29D286B6-069C-4204-AF35-AE7744B71212,Food/Drink - Snacks,vafo,Valley Forge National Historical Park,PA,National Historical Park,http://www.nps.gov/vafo/
29D286B6-069C-4204-AF35-AE7744B71212,Food/Drink - Snacks,vall,Valles Caldera National Preserve,NM,National Preserve,http://www.nps.gov/vall/
29D286B6-069C-4204-AF35-AE7744B71212,Food/Drink - Snacks,viis,Virgin Islands National Park,VI,National Park,http://www.nps.gov/viis/
29D286B6-069C-4204-AF35-AE7744B71212,Food/Drink - Snacks,voya,Voyageurs National Park,MN,National Park,http://www.nps.gov/voya/
29D286B6-069C-4204-AF35-AE7744B71212,Food/Drink - Snacks,whsa,White Sands National Park,NM,National Park,http://www.nps.gov/whsa/
29D286B6-069C-4204-AF35-AE7744B71212,Food/Drink - Snacks,yell,Yellowstone National Park,"ID,MT,WY",National Park,http://www.nps.gov/yell/
29D286B6-069C-4204-AF35-AE7744B71212,Food/Drink - Snacks,yose,Yosemite National Park,CA,National Park,http://www.nps.gov/yose/
4F26643C-FAAF-40CE-85F7-38DEC4746BE6,Food/Drink - Vending Machine/Self Service,ande,Andersonville National Historic Site,GA,National Historic Site,http://www.nps.gov/ande/
4F26643C-FAAF-40CE-85F7-38DEC4746BE6,Food/Drink - Vending Machine/Self Service,beol,Bent's Old Fort National Historic Site,CO,National Historic Site,http://www.nps.gov/beol/
4F26643C-FAAF-40CE-85F7-38DEC4746BE6,Food/Drink - Vending Machine/Self Service,bibe,Big Bend National Park,TX,National Park,http://www.nps.gov/bibe/
4F26643C-FAAF-40CE-85F7-38DEC4746BE6,Food/Drink - Vending Machine/Self Service,brca,Bryce Canyon National Park,UT,National Park,http://www.nps.gov/brca/
4F26643C-FAAF-40CE-85F7-38DEC4746BE6,Food/Drink - Vending Machine/Self Service,caha,Cape Hatteras National Seashore,NC,National Seashore,http://www.nps.gov/caha/
4F26643C-FAAF-40CE-85F7-38DEC4746BE6,Food/Drink - Vending Machine/Self Service,cali,California National Historic Trail,"CA,CO,ID,KS,MO,NE,NV,OR,UT,WY",National Historic Trail,http://www.nps.gov/cali/
4F26643C-FAAF-40CE-85F7-38DEC4746BE6,Food/Drink - Vending Machine/Self Service,cbpo,Chesapeake Bay ,"DC,DE,MD,NY,PA,VA,WV",,http://www.nps.gov/cbpo/
4F26643C-FAAF-40CE-85F7-38DEC4746BE6,Food/Drink - Vending Machine/Self Service,cech,César E. Chávez National Monument,CA,National Monument,http://www.nps.gov/cech/
4F26643C-FAAF-40CE-85F7-38DEC4746BE6,Food/Drink - Vending Machine/Self Service,chat,Chattahoochee River National Recreation Area,GA,National Recreation Area,http://www.nps.gov/chat/
4F26643C-FAAF-40CE-85F7-38DEC4746BE6,Food/Drink - Vending Machine/Self Service,ever,Everglades National Park,FL,National Park,http://www.nps.gov/ever/
4F26643C-FAAF-40CE-85F7-38DEC4746BE6,Food/Drink - Vending Machine/Self Service,fola,Fort Laramie National Historic Site,WY,National Historic Site,http://www.nps.gov/fola/
4F26643C-FAAF-40CE-85F7-38DEC4746BE6,Food/Drink - Vending Machine/Self Service,foma,Fort Matanzas National Monument,FL,National Monument,http://www.nps.gov/foma/
4F26643C-FAAF-40CE-85F7-38DEC4746BE6,Food/Drink - Vending Machine/Self Service,fora,Fort Raleigh National Historic Site,NC,National Historic Site,http://www.nps.gov/fora/
4F26643C-FAAF-40CE-85F7-38DEC4746BE6,Food/Drink - Vending Machine/Self Service,fous,Fort Union Trading Post National Historic Site,"MT,ND",National Historic Site,http://www.nps.gov/fous/
4F26643C-FAAF-40CE-85F7-38DEC4746BE6,Food/Drink - Vending Machine/Self Service,grca,Grand Canyon National Park,AZ,National Park,http://www.nps.gov/grca/
4F26643C-FAAF-40CE-85F7-38DEC4746BE6,Food/Drink - Vending Machine/Self Service,grsa,Great Sand Dunes National Park & Preserve,CO,National Park & Preserve,http://www.nps.gov/grsa/
4F26643C-FAAF-40CE-85F7-38DEC4746BE6,Food/Drink - Vending Machine/Self Service,grsm,Great Smoky Mountains National Park,"NC,TN",National Park,http://www.nps.gov/grsm/
4F26643C-FAAF-40CE-85F7-38DEC4746BE6,Food/Drink - Vending Machine/Self Service,gumo,Guadalupe Mountains National Park,TX,National Park,http://www.nps.gov/gumo/
4F26643C-FAAF-40CE-85F7-38DEC4746BE6,Food/Drink - Vending Machine/Self Service,gwca,George Washington Carver National Monument,MO,National Monument,http://www.nps.gov/gwca/
4F26643C-FAAF-40CE-85F7-38DEC4746BE6,Food/Drink - Vending Machine/Self Service,home,Homestead National Historical Park,NE,National Historical Park,http://www.nps.gov/home/
4F26643C-FAAF-40CE-85F7-38DEC4746BE6,Food/Drink - Vending Machine/Self Service,iafl,Ice Age Floods National Geologic Trail,"WA,OR,ID,MT",National Geologic Trail,http://www.nps.gov/iafl/
4F26643C-FAAF-40CE-85F7-38DEC4746BE6,Food/Drink - Vending Machine/Self Service,indu,Indiana Dunes National Park,IN,National Park,http://www.nps.gov/indu/
4F26643C-FAAF-40CE-85F7-38DEC4746BE6,Food/Drink - Vending Machine/Self Service,jame,Historic Jamestowne Part of Colonial National Historical Park,VA,Part of Colonial National Historical Park,http://www.nps.gov/jame/
4F26643C-FAAF-40CE-85F7-38DEC4746BE6,Food/Drink - Vending Machine/Self Service,jeca,Jewel Cave National Monument,SD,National Monument,http://www.nps.gov/jeca/
4F26643C-FAAF-40CE-85F7-38DEC4746BE6,Food/Drink - Vending Machine/Self Service,jeff,Gateway Arch National Park,MO,National Park,http://www.nps.gov/jeff/
4F26643C-FAAF-40CE-85F7-38DEC4746BE6,Food/Drink - Vending Machine/Self Service,jica,Jimmy Carter National Historical Park,GA,National Historical Park,http://www.nps.gov/jica/
4F26643C-FAAF-40CE-85F7-38DEC4746BE6,Food/Drink - Vending Machine/Self Service,kemo,Kennesaw Mountain National Battlefield Park,GA,National Battlefield Park,http://www.nps.gov/kemo/
4F26643C-FAAF-40CE-85F7-38DEC4746BE6,Food/Drink - Vending Machine/Self Service,labe,Lava Beds National Monument,CA,National Monument,http://www.nps.gov/labe/
4F26643C-FAAF-40CE-85F7-38DEC4746BE6,Food/Drink - Vending Machine/Self Service,lecl,Lewis & Clark National Historic Trail,"IA,ID,IL,IN,KS,KY,MO,MT,NE,ND,OH,OR,PA,SD,WA,WV",National Historic Trail,http://www.nps.gov/lecl/
4F26643C-FAAF-40CE-85F7-38DEC4746BE6,Food/Drink - Vending Machine/Self Service,liho,Lincoln Home National Historic Site,IL,National Historic Site,http://www.nps.gov/liho/
4F26643C-FAAF-40CE-85F7-38DEC4746BE6,Food/Drink - Vending Machine/Self Service,lyjo,Lyndon B Johnson National Historical Park,TX,National Historical Park,http://www.nps.gov/lyjo/
4F26643C-FAAF-40CE-85F7-38DEC4746BE6,Food/Drink - Vending Machine/Self Service,maca,Mammoth Cave National Park,KY,National Park,http://www.nps.gov/maca/
4F26643C-FAAF-40CE-85F7-38DEC4746BE6,Food/Drink - Vending Machine/Self Service,malu,"Martin Luther King, Jr. National Historical Park",GA,National Historical Park,http://www.nps.gov/malu/
4F26643C-FAAF-40CE-85F7-38DEC4746BE6,Food/Drink - Vending Machine/Self Service,mapr,Manhattan Project National Historical Park,"NM,WA,TN",National Historical Park,http://www.nps.gov/mapr/
4F26643C-FAAF-40CE-85F7-38DEC4746BE6,Food/Drink - Vending Machine/Self Service,meve,Mesa Verde National Park,CO,National Park,http://www.nps.gov/meve/
4F26643C-FAAF-40CE-85F7-38DEC4746BE6,Food/Drink - Vending Machine/Self Service,mopi,Mormon Pioneer National Historic Trail,"IL,IA,NE,UT,WY",National Historic Trail,http://www.nps.gov/mopi/
4F26643C-FAAF-40CE-85F7-38DEC4746BE6,Food/Drink - Vending Machine/Self Service,moru,Mount Rushmore National Memorial,SD,National Memorial,http://www.nps.gov/moru/
4F26643C-FAAF-40CE-85F7-38DEC4746BE6,Food/Drink - Vending Machine/Self Service,natr,Natchez Trace Parkway,"AL,MS,TN",Parkway,http://www.nps.gov/natr/
4F26643C-FAAF-40CE-85F7-38DEC4746BE6,Food/Drink - Vending Machine/Self Service,olym,Olympic National Park,WA,National Park,http://www.nps.gov/olym/
4F26643C-FAAF-40CE-85F7-38DEC4746BE6,Food/Drink - Vending Machine/Self Service,oreg,Oregon National Historic Trail,"ID,KS,MO,NE,OR,WA,WY",National Historic Trail,http://www.nps.gov/oreg/
4F26643C-FAAF-40CE-85F7-38DEC4746BE6,Food/Drink - Vending Machine/Self Service,poex,Pony Express National Historic Trail,"CA,CO,KS,MO,NE,NV,UT,WY",National Historic Trail,http://www.nps.gov/poex/
4F26643C-FAAF-40CE-85F7-38DEC4746BE6,Food/Drink - Vending Machine/Self Service,seki,Sequoia & Kings Canyon National Parks,CA,National Parks,http://www.nps.gov/seki/
4F26643C-FAAF-40CE-85F7-38DEC4746BE6,Food/Drink - Vending Machine/Self Service,shen,Shenandoah National Park,VA,National Park,http://www.nps.gov/shen/
4F26643C-FAAF-40CE-85F7-38DEC4746BE6,Food/Drink - Vending Machine/Self Service,shil,Shiloh National Military Park,"TN,MS",National Military Park,http://www.nps.gov/shil/
4F26643C-FAAF-40CE-85F7-38DEC4746BE6,Food/Drink - Vending Machine/Self Service,whsa,White Sands National Park,NM,National Park,http://www.nps.gov/whsa/
4F26643C-FAAF-40CE-85F7-38DEC4746BE6,Food/Drink - Vending Machine/Self Service,wica,Wind Cave National Park,SD,National Park,http://www.nps.gov/wica/
4F26643C-FAAF-40CE-85F7-38DEC4746BE6,Food/Drink - Vending Machine/Self Service,yell,Yellowstone National Park,"ID,MT,WY",National Park,http://www.nps.gov/yell/
4F26643C-FAAF-40CE-85F7-38DEC4746BE6,Food/Drink - Vending Machine/Self Service,yose,Yosemite National Park,CA,National Park,http://www.nps.gov/yose/
B088B448-D7EF-4781-B79E-76C75B54EFA7,Fuel (Diesel),bibe,Big Bend National Park,TX,National Park,http://www.nps.gov/bibe/
B088B448-D7EF-4781-B79E-76C75B54EFA7,Fuel (Diesel),deva,Death Valley National Park,"CA,NV",National Park,http://www.nps.gov/deva/
B088B448-D7EF-4781-B79E-76C75B54EFA7,Fuel (Diesel),ever,Everglades National Park,FL,National Park,http://www.nps.gov/ever/
B088B448-D7EF-4781-B79E-76C75B54EFA7,Fuel (Diesel),glba,Glacier Bay National Park & Preserve,AK,National Park & Preserve,http://www.nps.gov/glba/
B088B448-D7EF-4781-B79E-76C75B54EFA7,Fuel (Diesel),glca,Glen Canyon National Recreation Area,"AZ,UT",National Recreation Area,http://www.nps.gov/glca/
B088B448-D7EF-4781-B79E-76C75B54EFA7,Fuel (Diesel),grca,Grand Canyon National Park,AZ,National Park,http://www.nps.gov/grca/
B088B448-D7EF-4781-B79E-76C75B54EFA7,Fuel (Diesel),gumo,Guadalupe Mountains National Park,TX,National Park,http://www.nps.gov/gumo/
B088B448-D7EF-4781-B79E-76C75B54EFA7,Fuel (Diesel),isro,Isle Royale National Park,MI,National Park,http://www.nps.gov/isro/
B088B448-D7EF-4781-B79E-76C75B54EFA7,Fuel (Diesel),klgo,Klondike Gold Rush National Historical Park,AK,National Historical Park,http://www.nps.gov/klgo/
B088B448-D7EF-4781-B79E-76C75B54EFA7,Fuel (Diesel),lake,Lake Mead National Recreation Area,"AZ,NV",National Recreation Area,http://www.nps.gov/lake/
B088B448-D7EF-4781-B79E-76C75B54EFA7,Fuel (Diesel),lecl,Lewis & Clark National Historic Trail,"IA,ID,IL,IN,KS,KY,MO,MT,NE,ND,OH,OR,PA,SD,WA,WV",National Historic Trail,http://www.nps.gov/lecl/
B088B448-D7EF-4781-B79E-76C75B54EFA7,Fuel (Diesel),nace,National Capital Parks-East ,DC,,http://www.nps.gov/nace/
B088B448-D7EF-4781-B79E-76C75B54EFA7,Fuel (Diesel),natr,Natchez Trace Parkway,"AL,MS,TN",Parkway,http://www.nps.gov/natr/
B088B448-D7EF-4781-B79E-76C75B54EFA7,Fuel (Diesel),neri,New River Gorge National Park & Preserve,WV,National Park & Preserve,http://www.nps.gov/neri/
B088B448-D7EF-4781-B79E-76C75B54EFA7,Fuel (Diesel),pefo,Petrified Forest National Park,AZ,National Park,http://www.nps.gov/pefo/
B088B448-D7EF-4781-B79E-76C75B54EFA7,Fuel (Diesel),rigr,Rio Grande Wild & Scenic River,TX,Wild & Scenic River,http://www.nps.gov/rigr/
B088B448-D7EF-4781-B79E-76C75B54EFA7,Fuel (Diesel),shen,Shenandoah National Park,VA,National Park,http://www.nps.gov/shen/
B088B448-D7EF-4781-B79E-76C75B54EFA7,Fuel (Diesel),ulsg,Ulysses S Grant National Historic Site,MO,National Historic Site,http://www.nps.gov/ulsg/
B088B448-D7EF-4781-B79E-76C75B54EFA7,Fuel (Diesel),voya,Voyageurs National Park,MN,National Park,http://www.nps.gov/voya/
B088B448-D7EF-4781-B79E-76C75B54EFA7,Fuel (Diesel),yell,Yellowstone National Park,"ID,MT,WY",National Park,http://www.nps.gov/yell/
2E5D791D-B040-45FD-9B61-82979A984102,Fuel (Unleaded),bibe,Big Bend National Park,TX,National Park,http://www.nps.gov/bibe/
2E5D791D-B040-45FD-9B61-82979A984102,Fuel (Unleaded),crla,Crater Lake National Park,OR,National Park,http://www.nps.gov/crla/
