park_id,park_url,park_name,park_code,park_latitude,park_longitude,park_designation
ECDFABE2-6448-46EA-886E-FE79ACBBF16E,https://www.nps.gov/lyjo/index.htm,Lyndon B Johnson National Historical Park,lyjo,30.2519655,-98.60692433,National Historical Park
70090004-4DA3-4E20-8F70-9DE064C2AA69,https://www.nps.gov/mawa/index.htm,Maggie L Walker National Historic Site,mawa,37.54781499,-77.43746979,National Historic Site
A609887A-BB48-47AA-A6F6-4C7F77346FC6,https://www.nps.gov/maac/index.htm,Maine Acadian Culture,maac,47.25102114,-68.59447532,
6A1737A1-6848-4087-AAF7-68A427247357,https://www.nps.gov/maca/index.htm,Mammoth Cave National Park,maca,37.19760458,-86.13090198,National Park
75E4B06E-24C5-4F04-AAB3-F41CF0F55B7A,https://www.nps.gov/mana/index.htm,Manassas National Battlefield Park,mana,38.81710063,-77.5353468,National Battlefield Park
E777590D-C086-4A88-B5A2-AAE47DBD6A6F,https://www.nps.gov/mapr/index.htm,Manhattan Project National Historical Park,mapr,35.88096,-106.30214,National Historical Park
249AF67F-BB6C-4D0A-B632-07BEE855D24B,https://www.nps.gov/manz/index.htm,Manzanar National Historic Site,manz,36.72559195,-118.1547177,National Historic Site
AB289D4C-AC48-4C83-8643-45E1FCAAAEB1,https://www.nps.gov/mabi/index.htm,Marsh - Billings - Rockefeller National Historical Park,mabi,43.63348732,-72.53424638,National Historical Park
855C9CDC-89B3-4143-9496-D9E6AE292CA1,https://www.nps.gov/mlkm/index.htm,"Martin Luther King, Jr. Memorial",mlkm,38.8862276865,-77.0442195534,
59636FCE-DE81-4D98-890C-585BD48F9AD0,https://www.nps.gov/malu/index.htm,"Martin Luther King, Jr. National Historical Park",malu,33.75618241,-84.37256768,National Historical Park
C1713EAF-0437-4CE1-8CFB-04147E1318F3,https://www.nps.gov/mava/index.htm,Martin Van Buren National Historic Site,mava,42.36819596,-73.70834257,National Historic Site
1D530576-5363-4264-9A26-1C0809DB0B6A,https://www.nps.gov/mamc/index.htm,Mary McLeod Bethune Council House National Historic Site,mamc,38.90819107,-77.03096742,National Historic Site
01DE3F7C-354D-4468-AC36-2CF5274AB68E,https://www.nps.gov/memy/index.htm,Medgar and Myrlie Evers Home National Monument,memy,32.34096274,-90.21264553,National Monument
BE3A981E-BB55-474D-8A0E-D711408682DC,https://www.nps.gov/meve/index.htm,Mesa Verde National Park,meve,37.23908345,-108.4624032,National Park
0260D050-761A-4446-AB05-641986F9FDFB,https://www.nps.gov/misp/index.htm,Mill Springs Battlefield National Monument,misp,37.0688158602,-84.7375361304,National Monument
FE52067B-EBB9-4FD2-B613-FE778985BAD9,https://www.nps.gov/miin/index.htm,Minidoka National Historic Site,miin,42.678,-114.2465,National Historic Site
3AB31FA9-E174-4A03-952D-397944D3A3C8,https://www.nps.gov/mima/index.htm,Minute Man National Historical Park,mima,42.4562778,-71.30738884,National Historical Park
5DE19B04-85AD-4C3A-93BF-A0D484B1AD91,https://www.nps.gov/mimi/index.htm,Minuteman Missile National Historic Site,mimi,43.89558013,-102.0272131,National Historic Site
913100E9-987E-4659-8124-DFCEE3158FCB,https://www.nps.gov/miss/index.htm,Mississippi National River & Recreation Area,miss,44.942487,-93.098712,National River & Recreation Area
D43C7439-5C0B-4F4F-9D5B-65080F13AD28,https://www.nps.gov/mnrr/index.htm,Missouri National Recreational River,mnrr,42.7882189,-97.59077822,National Recreational River
D509DC08-53AD-4661-A2EA-FC69BE456E50,https://www.nps.gov/moja/index.htm,Mojave National Preserve,moja,35.12485941,-115.5168258,National Preserve
8F17B3D6-BFA2-49F2-B553-C10B2B3A3EED,https://www.nps.gov/mono/index.htm,Monocacy National Battlefield,mono,39.36084236,-77.39637677,National Battlefield
D87E3D6F-8007-46F0-971A-B3BC191CC888,https://www.nps.gov/moca/index.htm,Montezuma Castle National Monument,moca,34.62237771,-111.8147857,National Monument
617A3B73-D7CD-449D-8E27-41DE3BF149A6,https://www.nps.gov/mocr/index.htm,Moores Creek National Battlefield,mocr,34.45820776,-78.11031134,National Battlefield
AD731EF0-685F-4397-88C1-A9BB21EBF034,https://www.nps.gov/mopi/index.htm,Mormon Pioneer National Historic Trail,mopi,41.2650321741,-101.84083756,National Historic Trail
D68D9424-CD32-434F-88BF-3069ADFB2744,https://www.nps.gov/morr/index.htm,Morristown National Historical Park,morr,40.7650755,-74.53455122,National Historical Park
07229CB8-8533-4669-B614-2B884779DD93,https://www.nps.gov/mora/index.htm,Mount Rainier National Park,mora,46.86075416,-121.7043885,National Park
5590468F-2446-4B46-A8C1-42505177C298,https://www.nps.gov/moru/index.htm,Mount Rushmore National Memorial,moru,43.88037021,-103.4525186,National Memorial
126A6227-E39F-44F4-A279-B1EA257CBCDA,https://www.nps.gov/muwo/index.htm,Muir Woods National Monument,muwo,37.89658027,-122.5808047,National Monument
259CE799-32C4-4CA9-BBDF-2F305018289C,https://www.nps.gov/natc/index.htm,Natchez National Historical Park,natc,31.54697621,-91.39040665,National Historical Park
3ACC9199-1234-4E50-B80E-65DB783B4BB7,https://www.nps.gov/natt/index.htm,Natchez Trace National Scenic Trail,natt,34.330290333,-88.7100104094,National Scenic Trail
E8A0F0B6-983F-4B9A-9A67-BFF6F9E4204A,https://www.nps.gov/natr/index.htm,Natchez Trace Parkway,natr,33.78002293,-89.03092439,Parkway
BA3C1A1D-AA6A-49EB-9237-0222CEEE2670,https://www.nps.gov/nace/index.htm,National Capital Parks-East,nace,38.8659,-76.994,
1E521374-B73C-41CD-B524-89E4AC6495F5,https://www.nps.gov/nama/index.htm,National Mall and Memorial Parks,nama,38.8899,-77.026,
6E71B72E-4F2F-495D-9225-A6634E6C2EB1,https://www.nps.gov/npsa/index.htm,National Park of American Samoa,npsa,-14.22865935,-169.8503777,
186BF51D-FA34-4DD7-A967-233CB32547B8,https://www.nps.gov/npnh/index.htm,National Parks of New York Harbor,npnh,40.6632,-74.0451,
5A4DD23B-8B4F-4212-957E-C59FE4165457,https://www.nps.gov/nabr/index.htm,Natural Bridges National Monument,nabr,37.6045329,-110.0022436,National Monument
C4F477D4-D34A-486B-BC6C-94FB2FAA8D67,https://www.nps.gov/nava/index.htm,Navajo National Monument,nava,36.71755643,-110.5504015,National Monument
848DFACA-B486-4BC4-AD71-C834F7713793,https://www.nps.gov/nebe/index.htm,New Bedford Whaling National Historical Park,nebe,41.63540552,-70.92322321,National Historical Park
CF83E09C-3E55-4B5A-9D8B-E833CF6FEB5A,https://www.nps.gov/neen/index.htm,New England National Scenic Trail,neen,42.2915819137,-72.5242767334,National Scenic Trail
D0F897A0-9545-4901-A1B8-7128E11A51FA,https://www.nps.gov/pine/index.htm,New Jersey Pinelands National Reserve,pine,39.9384,-74.625,National Reserve
CB014DE3-3483-4E36-BC35-3CC7E9F60529,https://www.nps.gov/jazz/index.htm,New Orleans Jazz National Historical Park,jazz,29.96303129,-90.06749669,National Historical Park
62389727-B407-49A8-8EE9-FE6A6491B395,https://www.nps.gov/neph/index.htm,New Philadelphia National Historic Site,neph,39.69803,-90.96131,National Historic Site
