Park Designation,Park Code,Park Name,Present in States,Free Entrance,Entrance Fee,Park Website,Activity Option,Available Amenity,Park Latitude,Park Longitude,Entrance Fees
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Snowmobiling,Beach/Water Access,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Snowshoeing,Beach/Water Access,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Swimming,Beach/Water Access,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Wildlife Watching,Beach/Water Access,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Arts and Culture,Benches/Seating,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Astronomy,Benches/Seating,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Biking,Benches/Seating,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Boating,Benches/Seating,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Camping,Benches/Seating,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Climbing,Benches/Seating,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Compass and GPS,Benches/Seating,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Fishing,Benches/Seating,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Food,Benches/Seating,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Guided Tours,Benches/Seating,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Hands-On,Benches/Seating,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Hiking,Benches/Seating,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Horse Trekking,Benches/Seating,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Ice Skating,Benches/Seating,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Junior Ranger Program,Benches/Seating,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Paddling,Benches/Seating,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Park Film,Benches/Seating,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Shopping,Benches/Seating,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Skiing,Benches/Seating,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Snow Play,Benches/Seating,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Snowmobiling,Benches/Seating,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Snowshoeing,Benches/Seating,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Swimming,Benches/Seating,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Wildlife Watching,Benches/Seating,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Arts and Culture,Bicycle - Rack,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Astronomy,Bicycle - Rack,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Biking,Bicycle - Rack,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Boating,Bicycle - Rack,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Camping,Bicycle - Rack,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Climbing,Bicycle - Rack,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Compass and GPS,Bicycle - Rack,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Fishing,Bicycle - Rack,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Food,Bicycle - Rack,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Guided Tours,Bicycle - Rack,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Hands-On,Bicycle - Rack,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Hiking,Bicycle - Rack,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Horse Trekking,Bicycle - Rack,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Ice Skating,Bicycle - Rack,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Junior Ranger Program,Bicycle - Rack,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Paddling,Bicycle - Rack,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Park Film,Bicycle - Rack,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Shopping,Bicycle - Rack,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Skiing,Bicycle - Rack,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Snow Play,Bicycle - Rack,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Snowmobiling,Bicycle - Rack,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Snowshoeing,Bicycle - Rack,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Swimming,Bicycle - Rack,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Wildlife Watching,Bicycle - Rack,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Arts and Culture,Braille,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Astronomy,Braille,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Biking,Braille,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Boating,Braille,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Camping,Braille,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Climbing,Braille,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Compass and GPS,Braille,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Fishing,Braille,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Food,Braille,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Guided Tours,Braille,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Hands-On,Braille,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Hiking,Braille,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Horse Trekking,Braille,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Ice Skating,Braille,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Junior Ranger Program,Braille,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Paddling,Braille,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Park Film,Braille,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Shopping,Braille,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Skiing,Braille,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Snow Play,Braille,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Snowmobiling,Braille,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Snowshoeing,Braille,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Swimming,Braille,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Wildlife Watching,Braille,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Arts and Culture,Bus/Shuttle Stop,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Astronomy,Bus/Shuttle Stop,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Biking,Bus/Shuttle Stop,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Boating,Bus/Shuttle Stop,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Camping,Bus/Shuttle Stop,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Climbing,Bus/Shuttle Stop,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Compass and GPS,Bus/Shuttle Stop,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Fishing,Bus/Shuttle Stop,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Food,Bus/Shuttle Stop,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Guided Tours,Bus/Shuttle Stop,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Hands-On,Bus/Shuttle Stop,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Hiking,Bus/Shuttle Stop,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Horse Trekking,Bus/Shuttle Stop,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Ice Skating,Bus/Shuttle Stop,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Junior Ranger Program,Bus/Shuttle Stop,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Paddling,Bus/Shuttle Stop,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Park Film,Bus/Shuttle Stop,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Shopping,Bus/Shuttle Stop,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Skiing,Bus/Shuttle Stop,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Snow Play,Bus/Shuttle Stop,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Snowmobiling,Bus/Shuttle Stop,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Snowshoeing,Bus/Shuttle Stop,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Swimming,Bus/Shuttle Stop,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Wildlife Watching,Bus/Shuttle Stop,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Arts and Culture,Canoe/Kayak/Small Boat Launch,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Astronomy,Canoe/Kayak/Small Boat Launch,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Biking,Canoe/Kayak/Small Boat Launch,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Boating,Canoe/Kayak/Small Boat Launch,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Camping,Canoe/Kayak/Small Boat Launch,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Climbing,Canoe/Kayak/Small Boat Launch,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Compass and GPS,Canoe/Kayak/Small Boat Launch,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Fishing,Canoe/Kayak/Small Boat Launch,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Food,Canoe/Kayak/Small Boat Launch,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Guided Tours,Canoe/Kayak/Small Boat Launch,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Hands-On,Canoe/Kayak/Small Boat Launch,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Hiking,Canoe/Kayak/Small Boat Launch,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Horse Trekking,Canoe/Kayak/Small Boat Launch,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Ice Skating,Canoe/Kayak/Small Boat Launch,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Junior Ranger Program,Canoe/Kayak/Small Boat Launch,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Paddling,Canoe/Kayak/Small Boat Launch,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Park Film,Canoe/Kayak/Small Boat Launch,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Shopping,Canoe/Kayak/Small Boat Launch,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Skiing,Canoe/Kayak/Small Boat Launch,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Snow Play,Canoe/Kayak/Small Boat Launch,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Snowmobiling,Canoe/Kayak/Small Boat Launch,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Snowshoeing,Canoe/Kayak/Small Boat Launch,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Swimming,Canoe/Kayak/Small Boat Launch,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Wildlife Watching,Canoe/Kayak/Small Boat Launch,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Arts and Culture,Dock/Pier,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Astronomy,Dock/Pier,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Biking,Dock/Pier,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Boating,Dock/Pier,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Camping,Dock/Pier,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Climbing,Dock/Pier,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Compass and GPS,Dock/Pier,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Fishing,Dock/Pier,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Food,Dock/Pier,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Guided Tours,Dock/Pier,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Hands-On,Dock/Pier,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Hiking,Dock/Pier,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Horse Trekking,Dock/Pier,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Ice Skating,Dock/Pier,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Junior Ranger Program,Dock/Pier,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Paddling,Dock/Pier,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Park Film,Dock/Pier,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Shopping,Dock/Pier,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Skiing,Dock/Pier,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Snow Play,Dock/Pier,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Snowmobiling,Dock/Pier,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Snowshoeing,Dock/Pier,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Swimming,Dock/Pier,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Wildlife Watching,Dock/Pier,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Arts and Culture,Elevator,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Astronomy,Elevator,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Biking,Elevator,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Boating,Elevator,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Camping,Elevator,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Climbing,Elevator,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Compass and GPS,Elevator,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Fishing,Elevator,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Food,Elevator,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Guided Tours,Elevator,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Hands-On,Elevator,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Hiking,Elevator,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Horse Trekking,Elevator,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Ice Skating,Elevator,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Junior Ranger Program,Elevator,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Paddling,Elevator,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Park Film,Elevator,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Shopping,Elevator,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Skiing,Elevator,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Snow Play,Elevator,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Snowmobiling,Elevator,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Snowshoeing,Elevator,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Swimming,Elevator,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Wildlife Watching,Elevator,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Arts and Culture,Entrance Passes for Sale,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Astronomy,Entrance Passes for Sale,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Biking,Entrance Passes for Sale,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Boating,Entrance Passes for Sale,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Camping,Entrance Passes for Sale,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Climbing,Entrance Passes for Sale,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Compass and GPS,Entrance Passes for Sale,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Fishing,Entrance Passes for Sale,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Food,Entrance Passes for Sale,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Guided Tours,Entrance Passes for Sale,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Hands-On,Entrance Passes for Sale,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Hiking,Entrance Passes for Sale,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Horse Trekking,Entrance Passes for Sale,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Ice Skating,Entrance Passes for Sale,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Junior Ranger Program,Entrance Passes for Sale,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Paddling,Entrance Passes for Sale,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Park Film,Entrance Passes for Sale,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Shopping,Entrance Passes for Sale,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Skiing,Entrance Passes for Sale,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Snow Play,Entrance Passes for Sale,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Snowmobiling,Entrance Passes for Sale,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Snowshoeing,Entrance Passes for Sale,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Swimming,Entrance Passes for Sale,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Wildlife Watching,Entrance Passes for Sale,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Arts and Culture,Fire Extinguisher,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Astronomy,Fire Extinguisher,44.409286,-68.247501,$91.00
National Park,acad,Acadia National Park,ME,False,91.0,http://www.nps.gov/acad/,Biking,Fire Extinguisher,44.409286,-68.247501,$91.00
