park_code,activity_id,activity_name,park_states,park_id,park_latitude,park_longitude,park_designation,park_url,park_name,min_summer_temp,max_summer_temp,min_winter_temp,max_winter_temp,min_spring_temp,max_spring_temp,min_fall_temp,max_fall_temp
grca,AE42B46C-E4B7-4889-A122-08FE180371AE,Fishing,AZ,B7FF43E5-3A95-4C8E-8DBE-72D8608D6588,36.0001165336,-112.121516363,National Park,https://www.nps.gov/grca/index.htm,Grand Canyon National Park,48.9,73.3,23.3,39.4,22.1,29.8,48.0,60.2
grca,D72206E4-6CD1-4441-A355-F8F1827466B1,Flying,AZ,B7FF43E5-3A95-4C8E-8DBE-72D8608D6588,36.0001165336,-112.121516363,National Park,https://www.nps.gov/grca/index.htm,Grand Canyon National Park,48.9,73.3,23.3,39.4,22.1,29.8,48.0,60.2
grca,1DFACD97-1B9C-4F5A-80F2-05593604799E,Food,AZ,B7FF43E5-3A95-4C8E-8DBE-72D8608D6588,36.0001165336,-112.121516363,National Park,https://www.nps.gov/grca/index.htm,Grand Canyon National Park,48.9,73.3,23.3,39.4,22.1,29.8,48.0,60.2
grca,B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,AZ,B7FF43E5-3A95-4C8E-8DBE-72D8608D6588,36.0001165336,-112.121516363,National Park,https://www.nps.gov/grca/index.htm,Grand Canyon National Park,48.9,73.3,23.3,39.4,22.1,29.8,48.0,60.2
grca,42FD78B9-2B90-4AA9-BC43-F10E9FEA8B5A,Hands-On,AZ,B7FF43E5-3A95-4C8E-8DBE-72D8608D6588,36.0001165336,-112.121516363,National Park,https://www.nps.gov/grca/index.htm,Grand Canyon National Park,48.9,73.3,23.3,39.4,22.1,29.8,48.0,60.2
grca,BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking,AZ,B7FF43E5-3A95-4C8E-8DBE-72D8608D6588,36.0001165336,-112.121516363,National Park,https://www.nps.gov/grca/index.htm,Grand Canyon National Park,48.9,73.3,23.3,39.4,22.1,29.8,48.0,60.2
grca,0307955A-B65C-4CE4-A780-EB36BAAADF0B,Horse Trekking,AZ,B7FF43E5-3A95-4C8E-8DBE-72D8608D6588,36.0001165336,-112.121516363,National Park,https://www.nps.gov/grca/index.htm,Grand Canyon National Park,48.9,73.3,23.3,39.4,22.1,29.8,48.0,60.2
grca,DF4A35E0-7983-4A3E-BC47-F37B872B0F25,Junior Ranger Program,AZ,B7FF43E5-3A95-4C8E-8DBE-72D8608D6588,36.0001165336,-112.121516363,National Park,https://www.nps.gov/grca/index.htm,Grand Canyon National Park,48.9,73.3,23.3,39.4,22.1,29.8,48.0,60.2
grca,C8F98B28-3C10-41AE-AA99-092B3B398C43,Museum Exhibits,AZ,B7FF43E5-3A95-4C8E-8DBE-72D8608D6588,36.0001165336,-112.121516363,National Park,https://www.nps.gov/grca/index.htm,Grand Canyon National Park,48.9,73.3,23.3,39.4,22.1,29.8,48.0,60.2
grca,4D224BCA-C127-408B-AC75-A51563C42411,Paddling,AZ,B7FF43E5-3A95-4C8E-8DBE-72D8608D6588,36.0001165336,-112.121516363,National Park,https://www.nps.gov/grca/index.htm,Grand Canyon National Park,48.9,73.3,23.3,39.4,22.1,29.8,48.0,60.2
grca,0C0D142F-06B5-4BE1-8B44-491B90F93DEB,Park Film,AZ,B7FF43E5-3A95-4C8E-8DBE-72D8608D6588,36.0001165336,-112.121516363,National Park,https://www.nps.gov/grca/index.htm,Grand Canyon National Park,48.9,73.3,23.3,39.4,22.1,29.8,48.0,60.2
grca,24380E3F-AD9D-4E38-BF13-C8EEB21893E7,Shopping,AZ,B7FF43E5-3A95-4C8E-8DBE-72D8608D6588,36.0001165336,-112.121516363,National Park,https://www.nps.gov/grca/index.htm,Grand Canyon National Park,48.9,73.3,23.3,39.4,22.1,29.8,48.0,60.2
grca,0B685688-3405-4E2A-ABBA-E3069492EC50,Wildlife Watching,AZ,B7FF43E5-3A95-4C8E-8DBE-72D8608D6588,36.0001165336,-112.121516363,National Park,https://www.nps.gov/grca/index.htm,Grand Canyon National Park,48.9,73.3,23.3,39.4,22.1,29.8,48.0,60.2
grsm,09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture,"NC,TN",D9819727-18DF-4A84-BDDE-D4F2696DE340,35.60116374,-83.50818326,National Park,https://www.nps.gov/grsm/index.htm,Great Smoky Mountains National Park,58.5,65.3,18.3,36.2,7.0,38.8,50.9,63.9
grsm,13A57703-BB1A-41A2-94B8-53B692EB7238,Astronomy,"NC,TN",D9819727-18DF-4A84-BDDE-D4F2696DE340,35.60116374,-83.50818326,National Park,https://www.nps.gov/grsm/index.htm,Great Smoky Mountains National Park,58.5,65.3,18.3,36.2,7.0,38.8,50.9,63.9
grsm,5F723BAD-7359-48FC-98FA-631592256E35,Auto and ATV,"NC,TN",D9819727-18DF-4A84-BDDE-D4F2696DE340,35.60116374,-83.50818326,National Park,https://www.nps.gov/grsm/index.htm,Great Smoky Mountains National Park,58.5,65.3,18.3,36.2,7.0,38.8,50.9,63.9
grsm,7CE6E935-F839-4FEC-A63E-052B1DEF39D2,Biking,"NC,TN",D9819727-18DF-4A84-BDDE-D4F2696DE340,35.60116374,-83.50818326,National Park,https://www.nps.gov/grsm/index.htm,Great Smoky Mountains National Park,58.5,65.3,18.3,36.2,7.0,38.8,50.9,63.9
grsm,A59947B7-3376-49B4-AD02-C0423E08C5F7,Camping,"NC,TN",D9819727-18DF-4A84-BDDE-D4F2696DE340,35.60116374,-83.50818326,National Park,https://www.nps.gov/grsm/index.htm,Great Smoky Mountains National Park,58.5,65.3,18.3,36.2,7.0,38.8,50.9,63.9
grsm,AE42B46C-E4B7-4889-A122-08FE180371AE,Fishing,"NC,TN",D9819727-18DF-4A84-BDDE-D4F2696DE340,35.60116374,-83.50818326,National Park,https://www.nps.gov/grsm/index.htm,Great Smoky Mountains National Park,58.5,65.3,18.3,36.2,7.0,38.8,50.9,63.9
grsm,1DFACD97-1B9C-4F5A-80F2-05593604799E,Food,"NC,TN",D9819727-18DF-4A84-BDDE-D4F2696DE340,35.60116374,-83.50818326,National Park,https://www.nps.gov/grsm/index.htm,Great Smoky Mountains National Park,58.5,65.3,18.3,36.2,7.0,38.8,50.9,63.9
grsm,B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,"NC,TN",D9819727-18DF-4A84-BDDE-D4F2696DE340,35.60116374,-83.50818326,National Park,https://www.nps.gov/grsm/index.htm,Great Smoky Mountains National Park,58.5,65.3,18.3,36.2,7.0,38.8,50.9,63.9
grsm,42FD78B9-2B90-4AA9-BC43-F10E9FEA8B5A,Hands-On,"NC,TN",D9819727-18DF-4A84-BDDE-D4F2696DE340,35.60116374,-83.50818326,National Park,https://www.nps.gov/grsm/index.htm,Great Smoky Mountains National Park,58.5,65.3,18.3,36.2,7.0,38.8,50.9,63.9
grsm,BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking,"NC,TN",D9819727-18DF-4A84-BDDE-D4F2696DE340,35.60116374,-83.50818326,National Park,https://www.nps.gov/grsm/index.htm,Great Smoky Mountains National Park,58.5,65.3,18.3,36.2,7.0,38.8,50.9,63.9
grsm,0307955A-B65C-4CE4-A780-EB36BAAADF0B,Horse Trekking,"NC,TN",D9819727-18DF-4A84-BDDE-D4F2696DE340,35.60116374,-83.50818326,National Park,https://www.nps.gov/grsm/index.htm,Great Smoky Mountains National Park,58.5,65.3,18.3,36.2,7.0,38.8,50.9,63.9
grsm,DF4A35E0-7983-4A3E-BC47-F37B872B0F25,Junior Ranger Program,"NC,TN",D9819727-18DF-4A84-BDDE-D4F2696DE340,35.60116374,-83.50818326,National Park,https://www.nps.gov/grsm/index.htm,Great Smoky Mountains National Park,58.5,65.3,18.3,36.2,7.0,38.8,50.9,63.9
grsm,C8F98B28-3C10-41AE-AA99-092B3B398C43,Museum Exhibits,"NC,TN",D9819727-18DF-4A84-BDDE-D4F2696DE340,35.60116374,-83.50818326,National Park,https://www.nps.gov/grsm/index.htm,Great Smoky Mountains National Park,58.5,65.3,18.3,36.2,7.0,38.8,50.9,63.9
grsm,0C0D142F-06B5-4BE1-8B44-491B90F93DEB,Park Film,"NC,TN",D9819727-18DF-4A84-BDDE-D4F2696DE340,35.60116374,-83.50818326,National Park,https://www.nps.gov/grsm/index.htm,Great Smoky Mountains National Park,58.5,65.3,18.3,36.2,7.0,38.8,50.9,63.9
grsm,24380E3F-AD9D-4E38-BF13-C8EEB21893E7,Shopping,"NC,TN",D9819727-18DF-4A84-BDDE-D4F2696DE340,35.60116374,-83.50818326,National Park,https://www.nps.gov/grsm/index.htm,Great Smoky Mountains National Park,58.5,65.3,18.3,36.2,7.0,38.8,50.9,63.9
grsm,0B685688-3405-4E2A-ABBA-E3069492EC50,Wildlife Watching,"NC,TN",D9819727-18DF-4A84-BDDE-D4F2696DE340,35.60116374,-83.50818326,National Park,https://www.nps.gov/grsm/index.htm,Great Smoky Mountains National Park,58.5,65.3,18.3,36.2,7.0,38.8,50.9,63.9
grte,09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture,WY,FF73E2AA-E274-44E1-A8F5-9DD998B0F579,43.81853565,-110.7054666,National Park,https://www.nps.gov/grte/index.htm,Grand Teton National Park,22.8,56.6,3.9,23.7,2.8,25.8,32.5,50.6
grte,5F723BAD-7359-48FC-98FA-631592256E35,Auto and ATV,WY,FF73E2AA-E274-44E1-A8F5-9DD998B0F579,43.81853565,-110.7054666,National Park,https://www.nps.gov/grte/index.htm,Grand Teton National Park,22.8,56.6,3.9,23.7,2.8,25.8,32.5,50.6
grte,7CE6E935-F839-4FEC-A63E-052B1DEF39D2,Biking,WY,FF73E2AA-E274-44E1-A8F5-9DD998B0F579,43.81853565,-110.7054666,National Park,https://www.nps.gov/grte/index.htm,Grand Teton National Park,22.8,56.6,3.9,23.7,2.8,25.8,32.5,50.6
grte,071BA73C-1D3C-46D4-A53C-00D5602F7F0E,Boating,WY,FF73E2AA-E274-44E1-A8F5-9DD998B0F579,43.81853565,-110.7054666,National Park,https://www.nps.gov/grte/index.htm,Grand Teton National Park,22.8,56.6,3.9,23.7,2.8,25.8,32.5,50.6
grte,A59947B7-3376-49B4-AD02-C0423E08C5F7,Camping,WY,FF73E2AA-E274-44E1-A8F5-9DD998B0F579,43.81853565,-110.7054666,National Park,https://www.nps.gov/grte/index.htm,Grand Teton National Park,22.8,56.6,3.9,23.7,2.8,25.8,32.5,50.6
grte,B12FAAB9-713F-4B38-83E4-A273F5A43C77,Climbing,WY,FF73E2AA-E274-44E1-A8F5-9DD998B0F579,43.81853565,-110.7054666,National Park,https://www.nps.gov/grte/index.htm,Grand Teton National Park,22.8,56.6,3.9,23.7,2.8,25.8,32.5,50.6
grte,AE42B46C-E4B7-4889-A122-08FE180371AE,Fishing,WY,FF73E2AA-E274-44E1-A8F5-9DD998B0F579,43.81853565,-110.7054666,National Park,https://www.nps.gov/grte/index.htm,Grand Teton National Park,22.8,56.6,3.9,23.7,2.8,25.8,32.5,50.6
grte,1DFACD97-1B9C-4F5A-80F2-05593604799E,Food,WY,FF73E2AA-E274-44E1-A8F5-9DD998B0F579,43.81853565,-110.7054666,National Park,https://www.nps.gov/grte/index.htm,Grand Teton National Park,22.8,56.6,3.9,23.7,2.8,25.8,32.5,50.6
grte,B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,WY,FF73E2AA-E274-44E1-A8F5-9DD998B0F579,43.81853565,-110.7054666,National Park,https://www.nps.gov/grte/index.htm,Grand Teton National Park,22.8,56.6,3.9,23.7,2.8,25.8,32.5,50.6
grte,BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking,WY,FF73E2AA-E274-44E1-A8F5-9DD998B0F579,43.81853565,-110.7054666,National Park,https://www.nps.gov/grte/index.htm,Grand Teton National Park,22.8,56.6,3.9,23.7,2.8,25.8,32.5,50.6
grte,0307955A-B65C-4CE4-A780-EB36BAAADF0B,Horse Trekking,WY,FF73E2AA-E274-44E1-A8F5-9DD998B0F579,43.81853565,-110.7054666,National Park,https://www.nps.gov/grte/index.htm,Grand Teton National Park,22.8,56.6,3.9,23.7,2.8,25.8,32.5,50.6
grte,8386EEAF-985F-4DE8-9037-CCF91975AC94,Hunting and Gathering,WY,FF73E2AA-E274-44E1-A8F5-9DD998B0F579,43.81853565,-110.7054666,National Park,https://www.nps.gov/grte/index.htm,Grand Teton National Park,22.8,56.6,3.9,23.7,2.8,25.8,32.5,50.6
grte,DF4A35E0-7983-4A3E-BC47-F37B872B0F25,Junior Ranger Program,WY,FF73E2AA-E274-44E1-A8F5-9DD998B0F579,43.81853565,-110.7054666,National Park,https://www.nps.gov/grte/index.htm,Grand Teton National Park,22.8,56.6,3.9,23.7,2.8,25.8,32.5,50.6
grte,4D224BCA-C127-408B-AC75-A51563C42411,Paddling,WY,FF73E2AA-E274-44E1-A8F5-9DD998B0F579,43.81853565,-110.7054666,National Park,https://www.nps.gov/grte/index.htm,Grand Teton National Park,22.8,56.6,3.9,23.7,2.8,25.8,32.5,50.6
grte,24380E3F-AD9D-4E38-BF13-C8EEB21893E7,Shopping,WY,FF73E2AA-E274-44E1-A8F5-9DD998B0F579,43.81853565,-110.7054666,National Park,https://www.nps.gov/grte/index.htm,Grand Teton National Park,22.8,56.6,3.9,23.7,2.8,25.8,32.5,50.6
grte,F9B1D433-6B86-4804-AED7-B50A519A3B7C,Skiing,WY,FF73E2AA-E274-44E1-A8F5-9DD998B0F579,43.81853565,-110.7054666,National Park,https://www.nps.gov/grte/index.htm,Grand Teton National Park,22.8,56.6,3.9,23.7,2.8,25.8,32.5,50.6
grte,C38B3C62-1BBF-4EA1-A1A2-35DE21B74C17,Snow Play,WY,FF73E2AA-E274-44E1-A8F5-9DD998B0F579,43.81853565,-110.7054666,National Park,https://www.nps.gov/grte/index.htm,Grand Teton National Park,22.8,56.6,3.9,23.7,2.8,25.8,32.5,50.6
grte,7C912B83-1B1B-4807-9B66-97C12211E48E,Snowmobiling,WY,FF73E2AA-E274-44E1-A8F5-9DD998B0F579,43.81853565,-110.7054666,National Park,https://www.nps.gov/grte/index.htm,Grand Teton National Park,22.8,56.6,3.9,23.7,2.8,25.8,32.5,50.6
grte,01D717BC-18BB-4FE4-95BA-6B13AD702038,Snowshoeing,WY,FF73E2AA-E274-44E1-A8F5-9DD998B0F579,43.81853565,-110.7054666,National Park,https://www.nps.gov/grte/index.htm,Grand Teton National Park,22.8,56.6,3.9,23.7,2.8,25.8,32.5,50.6
grte,8A1C7B17-C2C6-4F7C-9539-EA1E19971D80,Water Skiing,WY,FF73E2AA-E274-44E1-A8F5-9DD998B0F579,43.81853565,-110.7054666,National Park,https://www.nps.gov/grte/index.htm,Grand Teton National Park,22.8,56.6,3.9,23.7,2.8,25.8,32.5,50.6
grte,0B685688-3405-4E2A-ABBA-E3069492EC50,Wildlife Watching,WY,FF73E2AA-E274-44E1-A8F5-9DD998B0F579,43.81853565,-110.7054666,National Park,https://www.nps.gov/grte/index.htm,Grand Teton National Park,22.8,56.6,3.9,23.7,2.8,25.8,32.5,50.6
havo,09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture,HI,D9BF4288-9AC3-4526-9598-BE8920839ACC,19.3355036,-155.4700257,National Park,https://www.nps.gov/havo/index.htm,Hawaiʻi Volcanoes National Park,56.6,65.3,44.3,74.2,52.7,69.3,55.5,75.6
havo,7CE6E935-F839-4FEC-A63E-052B1DEF39D2,Biking,HI,D9BF4288-9AC3-4526-9598-BE8920839ACC,19.3355036,-155.4700257,National Park,https://www.nps.gov/havo/index.htm,Hawaiʻi Volcanoes National Park,56.6,65.3,44.3,74.2,52.7,69.3,55.5,75.6
havo,A59947B7-3376-49B4-AD02-C0423E08C5F7,Camping,HI,D9BF4288-9AC3-4526-9598-BE8920839ACC,19.3355036,-155.4700257,National Park,https://www.nps.gov/havo/index.htm,Hawaiʻi Volcanoes National Park,56.6,65.3,44.3,74.2,52.7,69.3,55.5,75.6
havo,B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,HI,D9BF4288-9AC3-4526-9598-BE8920839ACC,19.3355036,-155.4700257,National Park,https://www.nps.gov/havo/index.htm,Hawaiʻi Volcanoes National Park,56.6,65.3,44.3,74.2,52.7,69.3,55.5,75.6
havo,BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking,HI,D9BF4288-9AC3-4526-9598-BE8920839ACC,19.3355036,-155.4700257,National Park,https://www.nps.gov/havo/index.htm,Hawaiʻi Volcanoes National Park,56.6,65.3,44.3,74.2,52.7,69.3,55.5,75.6
havo,DF4A35E0-7983-4A3E-BC47-F37B872B0F25,Junior Ranger Program,HI,D9BF4288-9AC3-4526-9598-BE8920839ACC,19.3355036,-155.4700257,National Park,https://www.nps.gov/havo/index.htm,Hawaiʻi Volcanoes National Park,56.6,65.3,44.3,74.2,52.7,69.3,55.5,75.6
havo,C8F98B28-3C10-41AE-AA99-092B3B398C43,Museum Exhibits,HI,D9BF4288-9AC3-4526-9598-BE8920839ACC,19.3355036,-155.4700257,National Park,https://www.nps.gov/havo/index.htm,Hawaiʻi Volcanoes National Park,56.6,65.3,44.3,74.2,52.7,69.3,55.5,75.6
havo,0C0D142F-06B5-4BE1-8B44-491B90F93DEB,Park Film,HI,D9BF4288-9AC3-4526-9598-BE8920839ACC,19.3355036,-155.4700257,National Park,https://www.nps.gov/havo/index.htm,Hawaiʻi Volcanoes National Park,56.6,65.3,44.3,74.2,52.7,69.3,55.5,75.6
havo,24380E3F-AD9D-4E38-BF13-C8EEB21893E7,Shopping,HI,D9BF4288-9AC3-4526-9598-BE8920839ACC,19.3355036,-155.4700257,National Park,https://www.nps.gov/havo/index.htm,Hawaiʻi Volcanoes National Park,56.6,65.3,44.3,74.2,52.7,69.3,55.5,75.6
havo,0B685688-3405-4E2A-ABBA-E3069492EC50,Wildlife Watching,HI,D9BF4288-9AC3-4526-9598-BE8920839ACC,19.3355036,-155.4700257,National Park,https://www.nps.gov/havo/index.htm,Hawaiʻi Volcanoes National Park,56.6,65.3,44.3,74.2,52.7,69.3,55.5,75.6
indu,09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture,IN,473EFACE-EE15-4A4F-AA6C-666810A9E27D,41.63765525,-87.09647445,National Park,https://www.nps.gov/indu/index.htm,Indiana Dunes National Park,62.3,85.3,21.7,27.2,16.3,37.3,57.6,75.5
indu,13A57703-BB1A-41A2-94B8-53B692EB7238,Astronomy,IN,473EFACE-EE15-4A4F-AA6C-666810A9E27D,41.63765525,-87.09647445,National Park,https://www.nps.gov/indu/index.htm,Indiana Dunes National Park,62.3,85.3,21.7,27.2,16.3,37.3,57.6,75.5
indu,5F723BAD-7359-48FC-98FA-631592256E35,Auto and ATV,IN,473EFACE-EE15-4A4F-AA6C-666810A9E27D,41.63765525,-87.09647445,National Park,https://www.nps.gov/indu/index.htm,Indiana Dunes National Park,62.3,85.3,21.7,27.2,16.3,37.3,57.6,75.5
indu,7CE6E935-F839-4FEC-A63E-052B1DEF39D2,Biking,IN,473EFACE-EE15-4A4F-AA6C-666810A9E27D,41.63765525,-87.09647445,National Park,https://www.nps.gov/indu/index.htm,Indiana Dunes National Park,62.3,85.3,21.7,27.2,16.3,37.3,57.6,75.5
indu,071BA73C-1D3C-46D4-A53C-00D5602F7F0E,Boating,IN,473EFACE-EE15-4A4F-AA6C-666810A9E27D,41.63765525,-87.09647445,National Park,https://www.nps.gov/indu/index.htm,Indiana Dunes National Park,62.3,85.3,21.7,27.2,16.3,37.3,57.6,75.5
indu,A59947B7-3376-49B4-AD02-C0423E08C5F7,Camping,IN,473EFACE-EE15-4A4F-AA6C-666810A9E27D,41.63765525,-87.09647445,National Park,https://www.nps.gov/indu/index.htm,Indiana Dunes National Park,62.3,85.3,21.7,27.2,16.3,37.3,57.6,75.5
indu,AE42B46C-E4B7-4889-A122-08FE180371AE,Fishing,IN,473EFACE-EE15-4A4F-AA6C-666810A9E27D,41.63765525,-87.09647445,National Park,https://www.nps.gov/indu/index.htm,Indiana Dunes National Park,62.3,85.3,21.7,27.2,16.3,37.3,57.6,75.5
indu,1DFACD97-1B9C-4F5A-80F2-05593604799E,Food,IN,473EFACE-EE15-4A4F-AA6C-666810A9E27D,41.63765525,-87.09647445,National Park,https://www.nps.gov/indu/index.htm,Indiana Dunes National Park,62.3,85.3,21.7,27.2,16.3,37.3,57.6,75.5
indu,B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,IN,473EFACE-EE15-4A4F-AA6C-666810A9E27D,41.63765525,-87.09647445,National Park,https://www.nps.gov/indu/index.htm,Indiana Dunes National Park,62.3,85.3,21.7,27.2,16.3,37.3,57.6,75.5
indu,BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking,IN,473EFACE-EE15-4A4F-AA6C-666810A9E27D,41.63765525,-87.09647445,National Park,https://www.nps.gov/indu/index.htm,Indiana Dunes National Park,62.3,85.3,21.7,27.2,16.3,37.3,57.6,75.5
indu,0307955A-B65C-4CE4-A780-EB36BAAADF0B,Horse Trekking,IN,473EFACE-EE15-4A4F-AA6C-666810A9E27D,41.63765525,-87.09647445,National Park,https://www.nps.gov/indu/index.htm,Indiana Dunes National Park,62.3,85.3,21.7,27.2,16.3,37.3,57.6,75.5
indu,DF4A35E0-7983-4A3E-BC47-F37B872B0F25,Junior Ranger Program,IN,473EFACE-EE15-4A4F-AA6C-666810A9E27D,41.63765525,-87.09647445,National Park,https://www.nps.gov/indu/index.htm,Indiana Dunes National Park,62.3,85.3,21.7,27.2,16.3,37.3,57.6,75.5
indu,4D224BCA-C127-408B-AC75-A51563C42411,Paddling,IN,473EFACE-EE15-4A4F-AA6C-666810A9E27D,41.63765525,-87.09647445,National Park,https://www.nps.gov/indu/index.htm,Indiana Dunes National Park,62.3,85.3,21.7,27.2,16.3,37.3,57.6,75.5
indu,0C0D142F-06B5-4BE1-8B44-491B90F93DEB,Park Film,IN,473EFACE-EE15-4A4F-AA6C-666810A9E27D,41.63765525,-87.09647445,National Park,https://www.nps.gov/indu/index.htm,Indiana Dunes National Park,62.3,85.3,21.7,27.2,16.3,37.3,57.6,75.5
indu,7779241F-A70B-49BC-86F0-829AE332C708,Playground,IN,473EFACE-EE15-4A4F-AA6C-666810A9E27D,41.63765525,-87.09647445,National Park,https://www.nps.gov/indu/index.htm,Indiana Dunes National Park,62.3,85.3,21.7,27.2,16.3,37.3,57.6,75.5
indu,24380E3F-AD9D-4E38-BF13-C8EEB21893E7,Shopping,IN,473EFACE-EE15-4A4F-AA6C-666810A9E27D,41.63765525,-87.09647445,National Park,https://www.nps.gov/indu/index.htm,Indiana Dunes National Park,62.3,85.3,21.7,27.2,16.3,37.3,57.6,75.5
indu,F9B1D433-6B86-4804-AED7-B50A519A3B7C,Skiing,IN,473EFACE-EE15-4A4F-AA6C-666810A9E27D,41.63765525,-87.09647445,National Park,https://www.nps.gov/indu/index.htm,Indiana Dunes National Park,62.3,85.3,21.7,27.2,16.3,37.3,57.6,75.5
indu,C38B3C62-1BBF-4EA1-A1A2-35DE21B74C17,Snow Play,IN,473EFACE-EE15-4A4F-AA6C-666810A9E27D,41.63765525,-87.09647445,National Park,https://www.nps.gov/indu/index.htm,Indiana Dunes National Park,62.3,85.3,21.7,27.2,16.3,37.3,57.6,75.5
indu,01D717BC-18BB-4FE4-95BA-6B13AD702038,Snowshoeing,IN,473EFACE-EE15-4A4F-AA6C-666810A9E27D,41.63765525,-87.09647445,National Park,https://www.nps.gov/indu/index.htm,Indiana Dunes National Park,62.3,85.3,21.7,27.2,16.3,37.3,57.6,75.5
indu,587BB2D3-EC35-41B2-B3F7-A39E2B088AEE,Swimming,IN,473EFACE-EE15-4A4F-AA6C-666810A9E27D,41.63765525,-87.09647445,National Park,https://www.nps.gov/indu/index.htm,Indiana Dunes National Park,62.3,85.3,21.7,27.2,16.3,37.3,57.6,75.5
indu,0B685688-3405-4E2A-ABBA-E3069492EC50,Wildlife Watching,IN,473EFACE-EE15-4A4F-AA6C-666810A9E27D,41.63765525,-87.09647445,National Park,https://www.nps.gov/indu/index.htm,Indiana Dunes National Park,62.3,85.3,21.7,27.2,16.3,37.3,57.6,75.5
isro,09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture,MI,0F6893CF-FC15-4AC5-8C95-E70FC9C21B1A,48.01145819,-88.82780657,National Park,https://www.nps.gov/isro/index.htm,Isle Royale National Park,50.5,74.3,4.4,17.3,7.7,22.0,53.7,56.9
isro,13A57703-BB1A-41A2-94B8-53B692EB7238,Astronomy,MI,0F6893CF-FC15-4AC5-8C95-E70FC9C21B1A,48.01145819,-88.82780657,National Park,https://www.nps.gov/isro/index.htm,Isle Royale National Park,50.5,74.3,4.4,17.3,7.7,22.0,53.7,56.9
isro,071BA73C-1D3C-46D4-A53C-00D5602F7F0E,Boating,MI,0F6893CF-FC15-4AC5-8C95-E70FC9C21B1A,48.01145819,-88.82780657,National Park,https://www.nps.gov/isro/index.htm,Isle Royale National Park,50.5,74.3,4.4,17.3,7.7,22.0,53.7,56.9
isro,A59947B7-3376-49B4-AD02-C0423E08C5F7,Camping,MI,0F6893CF-FC15-4AC5-8C95-E70FC9C21B1A,48.01145819,-88.82780657,National Park,https://www.nps.gov/isro/index.htm,Isle Royale National Park,50.5,74.3,4.4,17.3,7.7,22.0,53.7,56.9
isro,AE42B46C-E4B7-4889-A122-08FE180371AE,Fishing,MI,0F6893CF-FC15-4AC5-8C95-E70FC9C21B1A,48.01145819,-88.82780657,National Park,https://www.nps.gov/isro/index.htm,Isle Royale National Park,50.5,74.3,4.4,17.3,7.7,22.0,53.7,56.9
isro,D72206E4-6CD1-4441-A355-F8F1827466B1,Flying,MI,0F6893CF-FC15-4AC5-8C95-E70FC9C21B1A,48.01145819,-88.82780657,National Park,https://www.nps.gov/isro/index.htm,Isle Royale National Park,50.5,74.3,4.4,17.3,7.7,22.0,53.7,56.9
isro,1DFACD97-1B9C-4F5A-80F2-05593604799E,Food,MI,0F6893CF-FC15-4AC5-8C95-E70FC9C21B1A,48.01145819,-88.82780657,National Park,https://www.nps.gov/isro/index.htm,Isle Royale National Park,50.5,74.3,4.4,17.3,7.7,22.0,53.7,56.9
isro,B33DC9B6-0B7D-4322-BAD7-A13A34C584A3,Guided Tours,MI,0F6893CF-FC15-4AC5-8C95-E70FC9C21B1A,48.01145819,-88.82780657,National Park,https://www.nps.gov/isro/index.htm,Isle Royale National Park,50.5,74.3,4.4,17.3,7.7,22.0,53.7,56.9
isro,BFF8C027-7C8F-480B-A5F8-CD8CE490BFBA,Hiking,MI,0F6893CF-FC15-4AC5-8C95-E70FC9C21B1A,48.01145819,-88.82780657,National Park,https://www.nps.gov/isro/index.htm,Isle Royale National Park,50.5,74.3,4.4,17.3,7.7,22.0,53.7,56.9
isro,DF4A35E0-7983-4A3E-BC47-F37B872B0F25,Junior Ranger Program,MI,0F6893CF-FC15-4AC5-8C95-E70FC9C21B1A,48.01145819,-88.82780657,National Park,https://www.nps.gov/isro/index.htm,Isle Royale National Park,50.5,74.3,4.4,17.3,7.7,22.0,53.7,56.9
isro,C8F98B28-3C10-41AE-AA99-092B3B398C43,Museum Exhibits,MI,0F6893CF-FC15-4AC5-8C95-E70FC9C21B1A,48.01145819,-88.82780657,National Park,https://www.nps.gov/isro/index.htm,Isle Royale National Park,50.5,74.3,4.4,17.3,7.7,22.0,53.7,56.9
isro,4D224BCA-C127-408B-AC75-A51563C42411,Paddling,MI,0F6893CF-FC15-4AC5-8C95-E70FC9C21B1A,48.01145819,-88.82780657,National Park,https://www.nps.gov/isro/index.htm,Isle Royale National Park,50.5,74.3,4.4,17.3,7.7,22.0,53.7,56.9
